parameter_alpha,pair_id,permute_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
0.4,5,95,42,100000,100000,224,99,357,357,0.5,0.47794117647058826,0.49502487562189057
0.4,5,96,42,100000,100000,62,110,357,357,0.5,0.48148148148148145,0.49502487562189057
0.4,5,97,42,100000,100000,299,150,357,357,0.5,0.4975369458128079,0.49502487562189057
0.4,5,98,42,100000,100000,31,376,357,357,0.5,0.46511627906976744,0.49502487562189057
0.4,5,99,42,100000,100000,286,369,357,357,0.5,0.5051813471502591,0.49502487562189057
0.4,6,0,42,100000,100000,231,201,389,377,0.5,0.5735849056603773,0.5476772616136919
0.4,6,1,42,100000,100000,166,253,389,377,0.5,0.5609756097560976,0.5476772616136919
0.4,6,2,42,100000,100000,257,142,389,377,0.5,0.5691489361702128,0.5476772616136919
0.4,6,3,42,100000,100000,90,463,389,377,0.5,0.6190476190476191,0.5476772616136919
0.4,6,4,42,100000,100000,243,57,389,377,0.5,0.6027397260273972,0.5476772616136919
0.4,6,5,42,100000,100000,123,501,389,377,0.5,0.593103448275862,0.5476772616136919
0.4,6,6,42,100000,100000,164,344,389,377,0.5,0.565,0.5476772616136919
0.4,6,7,42,100000,100000,69,156,389,377,0.5,0.6049382716049383,0.5476772616136919
0.4,6,8,42,100000,100000,159,275,389,377,0.5,0.5692307692307692,0.5476772616136919
0.4,6,9,42,100000,100000,187,75,389,377,0.5,0.61,0.5476772616136919
0.4,6,10,42,100000,100000,326,23,389,377,0.5,0.59375,0.5476772616136919
0.4,6,11,42,100000,100000,262,264,389,377,0.5,0.5740740740740741,0.5476772616136919
0.4,6,12,42,100000,100000,151,96,389,377,0.5,0.6190476190476191,0.5476772616136919
0.4,6,13,42,100000,100000,244,178,389,377,0.5,0.5635593220338984,0.5476772616136919
0.4,6,14,42,100000,100000,65,232,389,377,0.5,0.6025641025641025,0.5476772616136919
0.4,6,15,42,100000,100000,352,205,389,377,0.5,0.5724907063197026,0.5476772616136919
0.4,6,16,42,100000,100000,49,116,389,377,0.5,0.5925925925925926,0.5476772616136919
0.4,6,17,42,100000,100000,301,207,389,377,0.5,0.5735294117647058,0.5476772616136919
0.4,6,18,42,100000,100000,137,187,389,377,0.5,0.5914634146341463,0.5476772616136919
0.4,6,19,42,100000,100000,61,169,389,377,0.5,0.5972222222222222,0.5476772616136919
0.4,6,20,42,100000,100000,65,122,389,377,0.5,0.6025641025641025,0.5476772616136919
0.4,6,21,42,100000,100000,161,46,389,377,0.5,0.578125,0.5476772616136919
0.4,6,22,42,100000,100000,128,313,389,377,0.5,0.5855263157894737,0.5476772616136919
0.4,6,23,42,100000,100000,43,181,389,377,0.5,0.5918367346938775,0.5476772616136919
0.4,6,24,42,100000,100000,145,170,389,377,0.5,0.5872093023255814,0.5476772616136919
0.4,6,25,42,100000,100000,138,416,389,377,0.5,0.593939393939394,0.5476772616136919
0.4,6,26,42,100000,100000,313,106,389,377,0.5,0.5985915492957746,0.5476772616136919
0.4,6,27,42,100000,100000,151,78,389,377,0.5,0.6176470588235294,0.5476772616136919
0.4,6,28,42,100000,100000,134,355,389,377,0.5,0.5949367088607594,0.5476772616136919
0.4,6,29,42,100000,100000,147,183,389,377,0.5,0.5862068965517241,0.5476772616136919
0.4,6,30,42,100000,100000,133,160,389,377,0.5,0.5923566878980892,0.5476772616136919
0.4,6,31,42,100000,100000,125,245,389,377,0.5,0.5878378378378378,0.5476772616136919
0.4,6,32,42,100000,100000,312,264,389,377,0.5,0.5714285714285714,0.5476772616136919
0.4,6,33,42,100000,100000,161,265,389,377,0.5,0.565,0.5476772616136919
0.4,6,34,42,100000,100000,155,129,389,377,0.5,0.5872093023255814,0.5476772616136919
0.4,6,35,42,100000,100000,128,422,389,377,0.5,0.5855263157894737,0.5476772616136919
0.4,6,36,42,100000,100000,275,66,389,377,0.5,0.5977011494252874,0.5476772616136919
0.4,6,37,42,100000,100000,215,107,389,377,0.5,0.5985915492957746,0.5476772616136919
0.4,6,38,42,100000,100000,225,129,389,377,0.5,0.5872093023255814,0.5476772616136919
0.4,6,39,42,100000,100000,111,119,389,377,0.5,0.6124031007751938,0.5476772616136919
0.4,6,40,42,100000,100000,102,151,389,377,0.5,0.6186440677966102,0.5476772616136919
0.4,6,41,42,100000,100000,47,81,389,377,0.5,0.5925925925925926,0.5476772616136919
0.4,6,42,42,100000,100000,191,118,389,377,0.5,0.5949367088607594,0.5476772616136919
0.4,6,43,42,100000,100000,210,186,389,377,0.5,0.5685483870967742,0.5476772616136919
0.4,6,44,42,100000,100000,86,116,389,377,0.5,0.61,0.5476772616136919
0.4,6,45,42,100000,100000,318,117,389,377,0.5,0.5923566878980892,0.5476772616136919
0.4,6,46,42,100000,100000,307,100,389,377,0.5,0.6153846153846154,0.5476772616136919
0.4,6,47,42,100000,100000,251,20,389,377,0.5,0.6296296296296297,0.5476772616136919
0.4,6,48,42,100000,100000,396,72,389,377,0.5,0.6170212765957447,0.5476772616136919
0.4,6,49,42,100000,100000,201,213,389,377,0.5,0.5673469387755102,0.5476772616136919
0.4,6,50,42,100000,100000,116,98,389,377,0.5,0.6153846153846154,0.5476772616136919
0.4,6,51,42,100000,100000,84,136,389,377,0.5,0.6210526315789474,0.5476772616136919
0.4,6,52,42,100000,100000,209,153,389,377,0.5,0.5588235294117647,0.5476772616136919
0.4,6,53,42,100000,100000,95,363,389,377,0.5,0.6330275229357798,0.5476772616136919
0.4,6,54,42,100000,100000,140,25,389,377,0.5,0.6060606060606061,0.5476772616136919
0.4,6,55,42,100000,100000,85,365,389,377,0.5,0.6060606060606061,0.5476772616136919
0.4,6,56,42,100000,100000,157,343,389,377,0.5,0.5677083333333334,0.5476772616136919
0.4,6,57,42,100000,100000,137,190,389,377,0.5,0.5914634146341463,0.5476772616136919
0.4,6,58,42,100000,100000,53,201,389,377,0.5,0.5833333333333334,0.5476772616136919
0.4,6,59,42,100000,100000,227,106,389,377,0.5,0.5985915492957746,0.5476772616136919
0.4,6,60,42,100000,100000,157,85,389,377,0.5,0.6306306306306306,0.5476772616136919
0.4,6,61,42,100000,100000,112,29,389,377,0.5,0.5853658536585366,0.5476772616136919
0.4,6,62,42,100000,100000,351,196,389,377,0.5,0.5708812260536399,0.5476772616136919
0.4,6,63,42,100000,100000,253,424,389,377,0.5,0.5668789808917197,0.5476772616136919
0.4,6,64,42,100000,100000,123,162,389,377,0.5,0.593103448275862,0.5476772616136919
0.4,6,65,42,100000,100000,81,107,389,377,0.5,0.6210526315789474,0.5476772616136919
0.4,6,66,42,100000,100000,280,103,389,377,0.5,0.5942028985507246,0.5476772616136919
0.4,6,67,42,100000,100000,459,323,389,377,0.5,0.5717703349282297,0.5476772616136919
0.4,6,68,42,100000,100000,258,299,389,377,0.5,0.5723270440251572,0.5476772616136919
0.4,6,69,42,100000,100000,81,230,389,377,0.5,0.6210526315789474,0.5476772616136919
0.4,6,70,42,100000,100000,213,187,389,377,0.5,0.570281124497992,0.5476772616136919
0.4,6,71,42,100000,100000,162,137,389,377,0.5,0.5706521739130435,0.5476772616136919
0.4,6,72,42,100000,100000,60,92,389,377,0.5,0.5915492957746479,0.5476772616136919
0.4,6,73,42,100000,100000,125,190,389,377,0.5,0.5878378378378378,0.5476772616136919
0.4,6,74,42,100000,100000,118,70,389,377,0.5,0.6086956521739131,0.5476772616136919
0.4,6,75,42,100000,100000,103,93,389,377,0.5,0.6166666666666667,0.5476772616136919
0.4,6,76,42,100000,100000,149,243,389,377,0.5,0.5862068965517241,0.5476772616136919
0.4,6,77,42,100000,100000,359,217,389,377,0.5,0.5774647887323944,0.5476772616136919
0.4,6,78,42,100000,100000,64,58,389,377,0.5,0.5921052631578947,0.5476772616136919
0.4,6,79,42,100000,100000,184,306,389,377,0.5,0.5663716814159292,0.5476772616136919
0.4,6,80,42,100000,100000,57,216,389,377,0.5,0.5909090909090909,0.5476772616136919
0.4,6,81,42,100000,100000,220,70,389,377,0.5,0.6086956521739131,0.5476772616136919
0.4,6,82,42,100000,100000,187,258,389,377,0.5,0.5695652173913044,0.5476772616136919
0.4,6,83,42,100000,100000,131,161,389,377,0.5,0.5935483870967742,0.5476772616136919
0.4,6,84,42,100000,100000,71,184,389,377,0.5,0.6,0.5476772616136919
0.4,6,85,42,100000,100000,34,313,389,377,0.5,0.5897435897435898,0.5476772616136919
0.4,6,86,42,100000,100000,209,176,389,377,0.5,0.5665236051502146,0.5476772616136919
0.4,6,87,42,100000,100000,194,122,389,377,0.5,0.59375,0.5476772616136919
0.4,6,88,42,100000,100000,254,320,389,377,0.5,0.5682539682539682,0.5476772616136919
0.4,6,89,42,100000,100000,143,132,389,377,0.5,0.5847953216374269,0.5476772616136919
0.4,6,90,42,100000,100000,85,42,389,377,0.5,0.5833333333333334,0.5476772616136919
0.4,6,91,42,100000,100000,84,110,389,377,0.5,0.6210526315789474,0.5476772616136919
0.4,6,92,42,100000,100000,148,85,389,377,0.5,0.6306306306306306,0.5476772616136919
0.4,6,93,42,100000,100000,228,290,389,377,0.5,0.5765124555160143,0.5476772616136919
0.4,6,94,42,100000,100000,277,54,389,377,0.5,0.5972222222222222,0.5476772616136919
0.4,6,95,42,100000,100000,335,75,389,377,0.5,0.61,0.5476772616136919
0.4,6,96,42,100000,100000,111,254,389,377,0.5,0.6124031007751938,0.5476772616136919
0.4,6,97,42,100000,100000,195,147,389,377,0.5,0.5692307692307692,0.5476772616136919
0.4,6,98,42,100000,100000,156,440,389,377,0.5,0.5684210526315789,0.5476772616136919
0.4,6,99,42,100000,100000,272,74,389,377,0.5,0.6060606060606061,0.5476772616136919
0.4,7,0,42,100000,100000,122,76,350,365,0.5,0.46226415094339623,0.5152284263959391
0.4,7,1,42,100000,100000,60,117,350,365,0.5,0.48717948717948717,0.5152284263959391
0.4,7,2,42,100000,100000,172,125,350,365,0.5,0.509090909090909,0.5152284263959391
0.4,7,3,42,100000,100000,77,69,350,365,0.5,0.45454545454545453,0.5152284263959391
0.4,7,4,42,100000,100000,105,393,350,365,0.5,0.5035460992907801,0.5152284263959391
0.4,7,5,42,100000,100000,179,144,350,365,0.5,0.5026737967914439,0.5152284263959391
0.4,7,6,42,100000,100000,259,97,350,365,0.5,0.5,0.5152284263959391
0.4,7,7,42,100000,100000,244,262,350,365,0.5,0.4752186588921283,0.5152284263959391
0.4,7,8,42,100000,100000,216,187,350,365,0.5,0.4896265560165975,0.5152284263959391
0.4,7,9,42,100000,100000,207,16,350,365,0.5,0.5555555555555556,0.5152284263959391
0.4,7,10,42,100000,100000,386,147,350,365,0.5,0.5026737967914439,0.5152284263959391
0.4,7,11,42,100000,100000,282,169,350,365,0.5,0.4954128440366973,0.5152284263959391
0.4,7,12,42,100000,100000,66,178,350,365,0.5,0.47126436781609193,0.5152284263959391
0.4,7,13,42,100000,100000,121,240,350,365,0.5,0.5061728395061729,0.5152284263959391
0.4,7,14,42,100000,100000,151,228,350,365,0.5,0.49760765550239233,0.5152284263959391
0.4,7,15,42,100000,100000,108,243,350,365,0.5,0.5,0.5152284263959391
0.4,7,16,42,100000,100000,126,379,350,365,0.5,0.5149700598802395,0.5152284263959391
0.4,7,17,42,100000,100000,113,153,350,365,0.5,0.5033557046979866,0.5152284263959391
0.4,7,18,42,100000,100000,65,175,350,365,0.5,0.47058823529411764,0.5152284263959391
0.4,7,19,42,100000,100000,264,132,350,365,0.5,0.52046783625731,0.5152284263959391
0.4,7,20,42,100000,100000,135,62,350,365,0.5,0.47126436781609193,0.5152284263959391
0.4,7,21,42,100000,100000,185,315,350,365,0.5,0.49034749034749037,0.5152284263959391
0.4,7,22,42,100000,100000,199,254,350,365,0.5,0.4787234042553192,0.5152284263959391
0.4,7,23,42,100000,100000,228,194,350,365,0.5,0.4900398406374502,0.5152284263959391
0.4,7,24,42,100000,100000,381,155,350,365,0.5,0.4975124378109453,0.5152284263959391
0.4,7,25,42,100000,100000,194,66,350,365,0.5,0.4731182795698925,0.5152284263959391
0.4,7,26,42,100000,100000,128,101,350,365,0.5,0.5,0.5152284263959391
0.4,7,27,42,100000,100000,229,132,350,365,0.5,0.52046783625731,0.5152284263959391
0.4,7,28,42,100000,100000,143,212,350,365,0.5,0.49746192893401014,0.5152284263959391
0.4,7,29,42,100000,100000,213,115,350,365,0.5,0.49673202614379086,0.5152284263959391
0.4,7,30,42,100000,100000,167,158,350,365,0.5,0.5,0.5152284263959391
0.4,7,31,42,100000,100000,593,63,350,365,0.5,0.4772727272727273,0.5152284263959391
0.4,7,32,42,100000,100000,180,132,350,365,0.5,0.52046783625731,0.5152284263959391
0.4,7,33,42,100000,100000,187,396,350,365,0.5,0.4904214559386973,0.5152284263959391
0.4,7,34,42,100000,100000,113,189,350,365,0.5,0.5033557046979866,0.5152284263959391
0.4,7,35,42,100000,100000,212,123,350,365,0.5,0.5061728395061729,0.5152284263959391
0.4,7,36,42,100000,100000,281,73,350,365,0.5,0.46,0.5152284263959391
0.4,7,37,42,100000,100000,85,72,350,365,0.5,0.46,0.5152284263959391
0.4,7,38,42,100000,100000,135,250,350,365,0.5,0.5054945054945055,0.5152284263959391
0.4,7,39,42,100000,100000,215,207,350,365,0.5,0.48880597014925375,0.5152284263959391
0.4,7,40,42,100000,100000,42,68,350,365,0.5,0.4576271186440678,0.5152284263959391
0.4,7,41,42,100000,100000,186,468,350,365,0.5,0.4904214559386973,0.5152284263959391
0.4,7,42,42,100000,100000,124,355,350,365,0.5,0.509090909090909,0.5152284263959391
0.4,7,43,42,100000,100000,207,314,350,365,0.5,0.4778156996587031,0.5152284263959391
0.4,7,44,42,100000,100000,60,235,350,365,0.5,0.48717948717948717,0.5152284263959391
0.4,7,45,42,100000,100000,235,461,350,365,0.5,0.4759036144578313,0.5152284263959391
0.4,7,46,42,100000,100000,152,180,350,365,0.5,0.49760765550239233,0.5152284263959391
0.4,7,47,42,100000,100000,51,337,350,365,0.5,0.484375,0.5152284263959391
0.4,7,48,42,100000,100000,36,248,350,365,0.5,0.4528301886792453,0.5152284263959391
0.4,7,49,42,100000,100000,174,171,350,365,0.5,0.4954954954954955,0.5152284263959391
0.4,7,50,42,100000,100000,423,340,350,365,0.5,0.4888888888888889,0.5152284263959391
0.4,7,51,42,100000,100000,129,171,350,365,0.5,0.52046783625731,0.5152284263959391
0.4,7,52,42,100000,100000,104,269,350,365,0.5,0.5,0.5152284263959391
0.4,7,53,42,100000,100000,55,118,350,365,0.5,0.4594594594594595,0.5152284263959391
0.4,7,54,42,100000,100000,75,134,350,365,0.5,0.45454545454545453,0.5152284263959391
0.4,7,55,42,100000,100000,219,82,350,365,0.5,0.4778761061946903,0.5152284263959391
0.4,7,56,42,100000,100000,27,87,350,365,0.5,0.5,0.5152284263959391
0.4,7,57,42,100000,100000,118,222,350,365,0.5,0.5,0.5152284263959391
0.4,7,58,42,100000,100000,65,188,350,365,0.5,0.47058823529411764,0.5152284263959391
0.4,7,59,42,100000,100000,244,260,350,365,0.5,0.47352941176470587,0.5152284263959391
0.4,7,60,42,100000,100000,91,212,350,365,0.5,0.5,0.5152284263959391
0.4,7,61,42,100000,100000,271,318,350,365,0.5,0.4734042553191489,0.5152284263959391
0.4,7,62,42,100000,100000,67,78,350,365,0.5,0.4772727272727273,0.5152284263959391
0.4,7,63,42,100000,100000,106,89,350,365,0.5,0.5,0.5152284263959391
0.4,7,64,42,100000,100000,141,164,350,365,0.5,0.49740932642487046,0.5152284263959391
0.4,7,65,42,100000,100000,104,154,350,365,0.5,0.5,0.5152284263959391
0.4,7,66,42,100000,100000,25,58,350,365,0.5,0.4864864864864865,0.5152284263959391
0.4,7,67,42,100000,100000,195,69,350,365,0.5,0.45454545454545453,0.5152284263959391
0.4,7,68,42,100000,100000,258,124,350,365,0.5,0.50920245398773,0.5152284263959391
0.4,7,69,42,100000,100000,157,129,350,365,0.5,0.5178571428571429,0.5152284263959391
0.4,7,70,42,100000,100000,173,207,350,365,0.5,0.4896265560165975,0.5152284263959391
0.4,7,71,42,100000,100000,96,27,350,365,0.5,0.4838709677419355,0.5152284263959391
0.4,7,72,42,100000,100000,92,131,350,365,0.5,0.5041322314049587,0.5152284263959391
0.4,7,73,42,100000,100000,105,400,350,365,0.5,0.5035460992907801,0.5152284263959391
0.4,7,74,42,100000,100000,70,355,350,365,0.5,0.4725274725274725,0.5152284263959391
0.4,7,75,42,100000,100000,85,131,350,365,0.5,0.4778761061946903,0.5152284263959391
0.4,7,76,42,100000,100000,42,146,350,365,0.5,0.4576271186440678,0.5152284263959391
0.4,7,77,42,100000,100000,295,256,350,365,0.5,0.4759036144578313,0.5152284263959391
0.4,7,78,42,100000,100000,152,135,350,365,0.5,0.52046783625731,0.5152284263959391
0.4,7,79,42,100000,100000,59,107,350,365,0.5,0.48717948717948717,0.5152284263959391
0.4,7,80,42,100000,100000,31,73,350,365,0.5,0.45652173913043476,0.5152284263959391
0.4,7,81,42,100000,100000,191,125,350,365,0.5,0.509090909090909,0.5152284263959391
0.4,7,82,42,100000,100000,319,188,350,365,0.5,0.4897119341563786,0.5152284263959391
0.4,7,83,42,100000,100000,163,395,350,365,0.5,0.4933920704845815,0.5152284263959391
0.4,7,84,42,100000,100000,267,74,350,365,0.5,0.4519230769230769,0.5152284263959391
0.4,7,85,42,100000,100000,106,341,350,365,0.5,0.5035460992907801,0.5152284263959391
0.4,7,86,42,100000,100000,104,109,350,365,0.5,0.5,0.5152284263959391
0.4,7,87,42,100000,100000,46,51,350,365,0.5,0.47619047619047616,0.5152284263959391
0.4,7,88,42,100000,100000,190,99,350,365,0.5,0.5,0.5152284263959391
0.4,7,89,42,100000,100000,509,58,350,365,0.5,0.4875,0.5152284263959391
0.4,7,90,42,100000,100000,315,68,350,365,0.5,0.4731182795698925,0.5152284263959391
0.4,7,91,42,100000,100000,82,52,350,365,0.5,0.4520547945205479,0.5152284263959391
0.4,7,92,42,100000,100000,257,65,350,365,0.5,0.4725274725274725,0.5152284263959391
0.4,7,93,42,100000,100000,64,94,350,365,0.5,0.47058823529411764,0.5152284263959391
0.4,7,94,42,100000,100000,117,317,350,365,0.5,0.5,0.5152284263959391
0.4,7,95,42,100000,100000,39,291,350,365,0.5,0.46296296296296297,0.5152284263959391
0.4,7,96,42,100000,100000,255,285,350,365,0.5,0.48,0.5152284263959391
0.4,7,97,42,100000,100000,100,149,350,365,0.5,0.5,0.5152284263959391
0.4,7,98,42,100000,100000,168,107,350,365,0.5,0.5035460992907801,0.5152284263959391
0.4,7,99,42,100000,100000,93,61,350,365,0.5,0.47058823529411764,0.5152284263959391
0.4,8,0,42,100000,100000,124,50,376,396,0.5,0.5238095238095238,0.4964705882352941
0.4,8,1,42,100000,100000,125,76,376,396,0.5,0.5268817204301075,0.4964705882352941
0.4,8,2,42,100000,100000,194,92,376,396,0.5,0.5087719298245614,0.4964705882352941
0.4,8,3,42,100000,100000,309,242,376,396,0.5,0.4788273615635179,0.4964705882352941
0.4,8,4,42,100000,100000,234,119,376,396,0.5,0.47297297297297297,0.4964705882352941
0.4,8,5,42,100000,100000,101,223,376,396,0.5,0.47651006711409394,0.4964705882352941
0.4,8,6,42,100000,100000,84,81,376,396,0.5,0.5353535353535354,0.4964705882352941
0.4,8,7,42,100000,100000,187,146,376,396,0.5,0.48044692737430167,0.4964705882352941
0.4,8,8,42,100000,100000,26,180,376,396,0.5,0.5882352941176471,0.4964705882352941
0.4,8,9,42,100000,100000,259,181,376,396,0.5,0.4868421052631579,0.4964705882352941
0.4,8,10,42,100000,100000,289,110,376,396,0.5,0.4782608695652174,0.4964705882352941
0.4,8,11,42,100000,100000,7,210,376,396,0.5,0.7777777777777778,0.4964705882352941
0.4,8,12,42,100000,100000,335,121,376,396,0.5,0.4768211920529801,0.4964705882352941
0.4,8,13,42,100000,100000,403,251,376,396,0.5,0.4751552795031056,0.4964705882352941
0.4,8,14,42,100000,100000,108,139,376,396,0.5,0.48427672955974843,0.4964705882352941
0.4,8,15,42,100000,100000,70,194,376,396,0.5,0.5306122448979592,0.4964705882352941
0.4,8,16,42,100000,100000,307,282,376,396,0.5,0.48476454293628807,0.4964705882352941
0.4,8,17,42,100000,100000,101,489,376,396,0.5,0.47651006711409394,0.4964705882352941
0.4,8,18,42,100000,100000,312,69,376,396,0.5,0.5057471264367817,0.4964705882352941
0.4,8,19,42,100000,100000,296,50,376,396,0.5,0.5238095238095238,0.4964705882352941
0.4,8,20,42,100000,100000,301,65,376,396,0.5,0.49382716049382713,0.4964705882352941
0.4,8,21,42,100000,100000,136,291,376,396,0.5,0.4801980198019802,0.4964705882352941
0.4,8,22,42,100000,100000,101,284,376,396,0.5,0.47651006711409394,0.4964705882352941
0.4,8,23,42,100000,100000,181,179,376,396,0.5,0.4954954954954955,0.4964705882352941
0.4,8,24,42,100000,100000,104,280,376,396,0.5,0.48366013071895425,0.4964705882352941
0.4,8,25,42,100000,100000,153,153,376,396,0.5,0.4789473684210526,0.4964705882352941
0.4,8,26,42,100000,100000,258,77,376,396,0.5,0.5268817204301075,0.4964705882352941
0.4,8,27,42,100000,100000,114,216,376,396,0.5,0.48502994011976047,0.4964705882352941
0.4,8,28,42,100000,100000,88,235,376,396,0.5,0.496,0.4964705882352941
0.4,8,29,42,100000,100000,117,73,376,396,0.5,0.5222222222222223,0.4964705882352941
0.4,8,30,42,100000,100000,195,37,376,396,0.5,0.5555555555555556,0.4964705882352941
0.4,8,31,42,100000,100000,243,273,376,396,0.5,0.4783861671469741,0.4964705882352941
0.4,8,32,42,100000,100000,89,144,376,396,0.5,0.5,0.4964705882352941
0.4,8,33,42,100000,100000,162,202,376,396,0.5,0.48936170212765956,0.4964705882352941
0.4,8,34,42,100000,100000,148,368,376,396,0.5,0.4930232558139535,0.4964705882352941
0.4,8,35,42,100000,100000,131,147,376,396,0.5,0.47540983606557374,0.4964705882352941
0.4,8,36,42,100000,100000,137,208,376,396,0.5,0.4827586206896552,0.4964705882352941
0.4,8,37,42,100000,100000,86,45,376,396,0.5,0.5344827586206896,0.4964705882352941
0.4,8,38,42,100000,100000,95,286,376,396,0.5,0.4785714285714286,0.4964705882352941
0.4,8,39,42,100000,100000,126,236,376,396,0.5,0.48128342245989303,0.4964705882352941
0.4,8,40,42,100000,100000,133,135,376,396,0.5,0.48502994011976047,0.4964705882352941
0.4,8,41,42,100000,100000,193,116,376,396,0.5,0.47586206896551725,0.4964705882352941
0.4,8,42,42,100000,100000,54,439,376,396,0.5,0.48717948717948717,0.4964705882352941
0.4,8,43,42,100000,100000,61,57,376,396,0.5,0.5217391304347826,0.4964705882352941
0.4,8,44,42,100000,100000,78,290,376,396,0.5,0.5137614678899083,0.4964705882352941
0.4,8,45,42,100000,100000,131,46,376,396,0.5,0.5344827586206896,0.4964705882352941
0.4,8,46,42,100000,100000,316,168,376,396,0.5,0.48792270531400966,0.4964705882352941
0.4,8,47,42,100000,100000,116,109,376,396,0.5,0.48148148148148145,0.4964705882352941
0.4,8,48,42,100000,100000,187,194,376,396,0.5,0.4979253112033195,0.4964705882352941
0.4,8,49,42,100000,100000,134,122,376,396,0.5,0.48026315789473684,0.4964705882352941
0.4,8,50,42,100000,100000,149,108,376,396,0.5,0.48148148148148145,0.4964705882352941
0.4,8,51,42,100000,100000,169,366,376,396,0.5,0.5,0.4964705882352941
0.4,8,52,42,100000,100000,282,135,376,396,0.5,0.48502994011976047,0.4964705882352941
0.4,8,53,42,100000,100000,170,109,376,396,0.5,0.48148148148148145,0.4964705882352941
0.4,8,54,42,100000,100000,279,305,376,396,0.5,0.4846153846153846,0.4964705882352941
0.4,8,55,42,100000,100000,59,376,376,396,0.5,0.4880952380952381,0.4964705882352941
0.4,8,56,42,100000,100000,196,261,376,396,0.5,0.49110320284697506,0.4964705882352941
0.4,8,57,42,100000,100000,230,30,376,396,0.5,0.5945945945945946,0.4964705882352941
0.4,8,58,42,100000,100000,295,119,376,396,0.5,0.47297297297297297,0.4964705882352941
0.4,8,59,42,100000,100000,238,80,376,396,0.5,0.5306122448979592,0.4964705882352941
0.4,8,60,42,100000,100000,62,33,376,396,0.5,0.575,0.4964705882352941
0.4,8,61,42,100000,100000,82,91,376,396,0.5,0.5089285714285714,0.4964705882352941
0.4,8,62,42,100000,100000,238,66,376,396,0.5,0.4880952380952381,0.4964705882352941
0.4,8,63,42,100000,100000,145,54,376,396,0.5,0.5074626865671642,0.4964705882352941
0.4,8,64,42,100000,100000,365,149,376,396,0.5,0.4810810810810811,0.4964705882352941
0.4,8,65,42,100000,100000,432,115,376,396,0.5,0.4788732394366197,0.4964705882352941
0.4,8,66,42,100000,100000,312,146,376,396,0.5,0.48044692737430167,0.4964705882352941
0.4,8,67,42,100000,100000,52,249,376,396,0.5,0.5,0.4964705882352941
0.4,8,68,42,100000,100000,110,164,376,396,0.5,0.4906832298136646,0.4964705882352941
0.4,8,69,42,100000,100000,56,40,376,396,0.5,0.5714285714285714,0.4964705882352941
0.4,8,70,42,100000,100000,250,126,376,396,0.5,0.49032258064516127,0.4964705882352941
0.4,8,71,42,100000,100000,208,368,376,396,0.5,0.48,0.4964705882352941
0.4,8,72,42,100000,100000,331,327,376,396,0.5,0.48086124401913877,0.4964705882352941
0.4,8,73,42,100000,100000,155,80,376,396,0.5,0.5306122448979592,0.4964705882352941
0.4,8,74,42,100000,100000,17,350,376,396,0.5,0.6818181818181818,0.4964705882352941
0.4,8,75,42,100000,100000,157,185,376,396,0.5,0.4954954954954955,0.4964705882352941
0.4,8,76,42,100000,100000,396,248,376,396,0.5,0.4748427672955975,0.4964705882352941
0.4,8,77,42,100000,100000,20,160,376,396,0.5,0.7083333333333334,0.4964705882352941
0.4,8,78,42,100000,100000,200,89,376,396,0.5,0.5137614678899083,0.4964705882352941
0.4,8,79,42,100000,100000,59,89,376,396,0.5,0.4880952380952381,0.4964705882352941
0.4,8,80,42,100000,100000,281,186,376,396,0.5,0.48497854077253216,0.4964705882352941
0.4,8,81,42,100000,100000,261,65,376,396,0.5,0.49382716049382713,0.4964705882352941
0.4,8,82,42,100000,100000,108,340,376,396,0.5,0.48427672955974843,0.4964705882352941
0.4,8,83,42,100000,100000,72,157,376,396,0.5,0.54,0.4964705882352941
0.4,8,84,42,100000,100000,61,48,376,396,0.5,0.5245901639344263,0.4964705882352941
0.4,8,85,42,100000,100000,54,511,376,396,0.5,0.48717948717948717,0.4964705882352941
0.4,8,86,42,100000,100000,178,243,376,396,0.5,0.49603174603174605,0.4964705882352941
0.4,8,87,42,100000,100000,80,91,376,396,0.5,0.5089285714285714,0.4964705882352941
0.4,8,88,42,100000,100000,38,398,376,396,0.5,0.5714285714285714,0.4964705882352941
0.4,8,89,42,100000,100000,521,196,376,396,0.5,0.5,0.4964705882352941
0.4,8,90,42,100000,100000,223,48,376,396,0.5,0.5245901639344263,0.4964705882352941
0.4,8,91,42,100000,100000,137,322,376,396,0.5,0.4827586206896552,0.4964705882352941
0.4,8,92,42,100000,100000,73,124,376,396,0.5,0.54,0.4964705882352941
0.4,8,93,42,100000,100000,164,97,376,396,0.5,0.5,0.4964705882352941
0.4,8,94,42,100000,100000,144,372,376,396,0.5,0.4881516587677725,0.4964705882352941
0.4,8,95,42,100000,100000,135,82,376,396,0.5,0.54,0.4964705882352941
0.4,8,96,42,100000,100000,373,80,376,396,0.5,0.5306122448979592,0.4964705882352941
0.4,8,97,42,100000,100000,164,241,376,396,0.5,0.4936708860759494,0.4964705882352941
0.4,8,98,42,100000,100000,42,257,376,396,0.5,0.5555555555555556,0.4964705882352941
0.4,8,99,42,100000,100000,375,72,376,396,0.5,0.5222222222222223,0.4964705882352941
0.4,9,0,42,100000,100000,114,339,369,371,0.5,0.4807692307692308,0.5213032581453634
