parameter_alpha,pair_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
0.4,3,17,100000,100000,123,164,373,359,0.5,0.49056603773584906,0.4925
0.4,3,18,100000,100000,242,32,380,377,0.5,0.5365853658536586,0.4916864608076009
0.4,3,19,100000,100000,149,220,377,358,0.5,0.5051546391752577,0.49635036496350365
0.4,3,20,100000,100000,381,95,375,371,0.5,0.552,0.516209476309227
0.4,3,21,100000,100000,23,555,371,375,0.5,0.5185185185185185,0.5317073170731708
0.4,3,22,100000,100000,78,230,371,364,0.5,0.56,0.5308641975308642
0.4,3,23,100000,100000,106,63,371,379,0.5,0.47058823529411764,0.4878640776699029
0.4,3,24,100000,100000,160,240,394,393,0.5,0.5162790697674419,0.5373831775700935
0.4,3,25,100000,100000,72,230,384,392,0.5,0.48,0.5141509433962265
0.4,3,26,100000,100000,70,36,370,367,0.5,0.5217391304347826,0.5061425061425061
0.4,3,27,100000,100000,135,378,372,384,0.5,0.49740932642487046,0.5121359223300971
0.4,3,28,100000,100000,83,53,389,380,0.5,0.5633802816901409,0.44110854503464203
0.4,3,29,100000,100000,47,79,358,356,0.5,0.484375,0.5276381909547738
0.4,3,30,100000,100000,204,156,375,365,0.5,0.4857142857142857,0.4864864864864865
0.4,3,31,100000,100000,139,145,364,363,0.5,0.5081967213114754,0.5115089514066496
0.4,3,32,100000,100000,65,136,343,349,0.5,0.4175824175824176,0.4529262086513995
0.4,3,33,100000,100000,24,216,379,378,0.5,0.5185185185185185,0.4792176039119804
0.4,3,34,100000,100000,13,86,358,354,0.5,0.6153846153846154,0.51010101010101
0.4,3,35,100000,100000,170,212,373,388,0.5,0.5021459227467812,0.4988009592326139
0.4,3,36,100000,100000,79,218,389,392,0.5,0.5339805825242718,0.5467289719626168
0.4,3,37,100000,100000,190,57,386,392,0.5,0.5540540540540541,0.495260663507109
0.4,3,38,100000,100000,170,249,366,369,0.5,0.5405405405405406,0.5505050505050505
0.4,3,39,100000,100000,121,196,362,348,0.5,0.5064102564102564,0.4913151364764268
0.4,3,40,100000,100000,88,177,387,396,0.5,0.464,0.5068807339449541
0.4,3,41,100000,100000,147,11,363,347,0.5,0.4,0.4963325183374083
0.4,3,42,100000,100000,167,230,370,366,0.5,0.4772727272727273,0.4913151364764268
0.4,3,43,100000,100000,370,96,369,362,0.5,0.53125,0.5101522842639594
0.4,3,44,100000,100000,48,324,372,362,0.5,0.46774193548387094,0.4665012406947891
0.4,3,45,100000,100000,216,201,377,372,0.5,0.5265151515151515,0.5073529411764706
0.4,3,46,100000,100000,132,159,351,359,0.5,0.4756756756756757,0.445
0.4,3,47,100000,100000,203,259,366,367,0.5,0.48905109489051096,0.47
0.4,3,48,100000,100000,144,307,381,362,0.5,0.489010989010989,0.528395061728395
0.4,3,49,100000,100000,388,63,357,369,0.5,0.475,0.4912718204488778
0.4,3,50,100000,100000,82,370,358,354,0.5,0.56,0.5119617224880383
0.4,3,51,100000,100000,61,257,372,395,0.5,0.5301204819277109,0.5202863961813843
0.4,3,52,100000,100000,180,224,385,379,0.5,0.5394736842105263,0.5461165048543689
0.4,3,53,100000,100000,95,192,400,380,0.5,0.5641025641025641,0.4988399071925754
0.4,3,54,100000,100000,170,39,361,379,0.5,0.5208333333333334,0.49014778325123154
0.4,3,55,100000,100000,169,190,375,394,0.5,0.5042372881355932,0.5058275058275058
0.4,3,56,100000,100000,317,67,367,358,0.5,0.3958333333333333,0.47783251231527096
0.4,3,57,100000,100000,271,181,381,377,0.5,0.5188284518828452,0.5036674816625917
0.4,3,58,100000,100000,117,38,366,386,0.5,0.5208333333333334,0.4752941176470588
0.4,3,59,100000,100000,85,471,364,367,0.5,0.5486725663716814,0.5124378109452736
0.4,3,60,100000,100000,56,338,388,379,0.5,0.5217391304347826,0.5157384987893463
0.4,3,61,100000,100000,101,36,393,384,0.5,0.4,0.4766355140186916
0.4,3,62,100000,100000,320,171,366,360,0.5,0.5154185022026432,0.5398009950248757
0.4,3,63,100000,100000,127,259,384,376,0.5,0.5246913580246914,0.5072463768115942
0.4,3,64,100000,100000,109,104,373,367,0.5,0.6115702479338843,0.5580246913580247
0.4,3,65,100000,100000,164,106,360,343,0.5,0.45517241379310347,0.4680306905370844
0.4,3,66,100000,100000,105,78,378,366,0.5,0.5357142857142857,0.51338199513382
0.4,3,67,100000,100000,174,242,360,360,0.5,0.5,0.5012468827930174
0.4,3,68,100000,100000,28,251,361,372,0.5,0.4358974358974359,0.5321782178217822
0.4,3,69,100000,100000,95,300,380,374,0.5,0.5491803278688525,0.5265700483091788
0.4,3,70,100000,100000,85,146,389,378,0.5,0.5619047619047619,0.5
0.4,3,71,100000,100000,123,109,366,375,0.5,0.5037037037037037,0.5184275184275184
0.4,3,72,100000,100000,274,58,369,384,0.5,0.42857142857142855,0.4748201438848921
0.4,3,73,100000,100000,98,136,346,357,0.5,0.5111111111111111,0.5052083333333334
0.4,3,74,100000,100000,171,179,390,381,0.5,0.5302325581395348,0.5253456221198156
0.4,3,75,100000,100000,313,119,375,376,0.5,0.5496688741721855,0.5458937198067633
0.4,3,76,100000,100000,102,275,369,366,0.5,0.5039370078740157,0.4964705882352941
0.4,3,77,100000,100000,154,167,378,377,0.5,0.507177033492823,0.5036144578313253
0.4,3,78,100000,100000,248,121,380,362,0.5,0.45251396648044695,0.508557457212714
0.4,3,79,100000,100000,157,224,374,363,0.5,0.4855769230769231,0.48737373737373735
0.4,3,80,100000,100000,121,141,375,373,0.5,0.535031847133758,0.5024630541871922
0.4,3,81,100000,100000,200,75,358,358,0.5,0.48598130841121495,0.4742268041237113
0.4,3,82,100000,100000,83,121,377,380,0.5,0.4909090909090909,0.4538834951456311
0.4,3,83,100000,100000,210,165,379,367,0.5,0.5133928571428571,0.4855072463768116
0.4,3,84,100000,100000,152,115,371,391,0.5,0.46099290780141844,0.4953051643192488
0.4,3,85,100000,100000,219,205,373,373,0.5,0.4981949458483754,0.49391727493917276
0.4,3,86,100000,100000,99,236,379,361,0.5,0.47540983606557374,0.49029126213592233
0.4,3,87,100000,100000,132,53,374,383,0.5,0.5901639344262295,0.529126213592233
0.4,3,88,100000,100000,248,105,359,367,0.5,0.4444444444444444,0.49014778325123154
0.4,3,89,100000,100000,385,144,402,390,0.5,0.5602094240837696,0.5255813953488372
0.4,3,90,100000,100000,184,101,380,380,0.5,0.553030303030303,0.5071428571428571
0.4,3,91,100000,100000,158,151,356,343,0.5,0.5759162303664922,0.5113350125944585
0.4,3,92,100000,100000,90,128,362,348,0.5,0.5221238938053098,0.515
0.4,3,93,100000,100000,295,35,359,386,0.5,0.425531914893617,0.48325358851674644
0.4,3,94,100000,100000,81,136,359,370,0.5,0.4491525423728814,0.5050505050505051
0.4,3,95,100000,100000,260,215,377,372,0.5,0.5224913494809689,0.513715710723192
0.4,3,96,100000,100000,146,130,350,354,0.5,0.4777777777777778,0.4846153846153846
0.4,3,97,100000,100000,97,128,374,377,0.5,0.5,0.47115384615384615
0.4,3,98,100000,100000,177,70,349,353,0.5,0.5222222222222223,0.48556430446194226
0.4,3,99,100000,100000,149,88,358,360,0.5,0.5,0.5353535353535354
0.4,4,0,100000,100000,163,122,364,375,0.5,0.5324675324675324,0.5420792079207921
0.4,4,1,100000,100000,475,70,358,359,0.5,0.5168539325842697,0.5025
0.4,4,2,100000,100000,109,375,374,360,0.5,0.5671641791044776,0.5059665871121718
0.4,4,3,100000,100000,59,170,349,337,0.5,0.3974358974358974,0.45073891625615764
0.4,4,4,100000,100000,138,84,367,364,0.5,0.4642857142857143,0.49122807017543857
0.4,4,5,100000,100000,46,158,358,355,0.5,0.49056603773584906,0.4839506172839506
0.4,4,6,100000,100000,211,41,379,369,0.5,0.5660377358490566,0.48157248157248156
0.4,4,7,100000,100000,124,168,389,384,0.5,0.5316455696202531,0.46904761904761905
0.4,4,8,100000,100000,162,110,356,357,0.5,0.5422535211267606,0.5225
0.4,4,9,100000,100000,128,61,358,362,0.5,0.4444444444444444,0.4759493670886076
0.4,4,10,100000,100000,90,96,375,374,0.5,0.5309734513274337,0.49645390070921985
0.4,4,11,100000,100000,158,196,374,370,0.5,0.5577889447236181,0.48635235732009924
0.4,4,12,100000,100000,404,65,386,374,0.5,0.5977011494252874,0.5382716049382716
0.4,4,13,100000,100000,295,121,372,374,0.5,0.484472049689441,0.5432098765432098
0.4,4,14,100000,100000,208,136,361,361,0.5,0.48066298342541436,0.48860759493670886
0.4,4,15,100000,100000,106,227,384,380,0.5,0.4896551724137931,0.5339578454332553
0.4,4,16,100000,100000,239,62,378,386,0.5,0.5384615384615384,0.5036496350364964
0.4,4,17,100000,100000,301,162,350,356,0.5,0.4608294930875576,0.4838709677419355
0.4,4,18,100000,100000,191,165,370,373,0.5,0.5483870967741935,0.515
0.4,4,19,100000,100000,264,122,373,366,0.5,0.5590062111801242,0.49748743718592964
0.4,4,20,100000,100000,132,16,368,377,0.5,0.2916666666666667,0.4418052256532066
0.4,4,21,100000,100000,192,53,370,367,0.5,0.5217391304347826,0.46958637469586373
0.4,4,22,100000,100000,128,119,371,356,0.5,0.4876543209876543,0.4640198511166253
0.4,4,23,100000,100000,175,149,361,375,0.5,0.45077720207253885,0.5125
0.4,4,24,100000,100000,168,220,376,386,0.5,0.5418502202643172,0.5450121654501217
0.4,4,25,100000,100000,213,94,378,383,0.5,0.4959349593495935,0.5571776155717761
0.4,4,26,100000,100000,90,6,373,359,0.5,1.0,0.5497512437810945
0.4,4,27,100000,100000,511,106,370,371,0.5,0.5072463768115942,0.5025
0.4,4,28,100000,100000,109,233,366,381,0.5,0.5594405594405595,0.5160493827160494
0.4,4,29,100000,100000,271,89,365,360,0.5,0.5779816513761468,0.5051282051282051
0.4,4,30,100000,100000,290,173,355,358,0.5,0.5154185022026432,0.5470297029702971
0.4,4,31,100000,100000,81,107,376,365,0.5,0.42452830188679247,0.5346534653465347
0.4,4,32,100000,100000,214,291,373,367,0.5,0.48771929824561405,0.48418491484184917
0.4,4,33,100000,100000,418,168,343,351,0.5,0.4798206278026906,0.4775
0.4,4,34,100000,100000,106,223,365,356,0.5,0.4857142857142857,0.47342995169082125
0.4,4,35,100000,100000,267,106,386,381,0.5,0.4726027397260274,0.49056603773584906
0.4,4,36,100000,100000,210,204,369,354,0.5,0.4620938628158845,0.4744525547445255
0.4,4,37,100000,100000,73,171,389,377,0.5,0.5106382978723404,0.5373493975903615
0.4,4,38,100000,100000,136,139,365,361,0.5,0.44680851063829785,0.46938775510204084
0.4,4,39,100000,100000,47,14,375,375,0.5,0.6,0.5394088669950738
0.4,4,40,100000,100000,69,258,372,372,0.5,0.5,0.5181598062953995
0.4,4,41,100000,100000,22,261,364,349,0.5,0.5,0.5012285012285013
0.4,4,42,100000,100000,206,85,366,376,0.5,0.5327102803738317,0.4849246231155779
0.4,4,43,100000,100000,64,135,356,351,0.5,0.4431818181818182,0.46943765281173594
0.4,4,44,100000,100000,63,84,372,374,0.5,0.4942528735632184,0.49144254278728605
0.4,4,45,100000,100000,166,383,370,371,0.5,0.5231481481481481,0.5225
0.4,4,46,100000,100000,32,166,376,401,0.5,0.4878048780487805,0.47380410022779046
0.4,4,47,100000,100000,196,129,368,379,0.5,0.5120481927710844,0.5199004975124378
0.4,4,48,100000,100000,12,361,357,384,0.5,0.3684210526315789,0.4877450980392157
0.4,4,49,100000,100000,164,155,384,389,0.5,0.54,0.5320665083135392
0.4,4,50,100000,100000,190,189,376,373,0.5,0.5060240963855421,0.5208845208845209
0.4,4,51,100000,100000,137,181,377,365,0.5,0.5443786982248521,0.542713567839196
0.4,4,52,100000,100000,270,84,381,390,0.5,0.5238095238095238,0.517814726840855
0.4,4,53,100000,100000,162,172,361,377,0.5,0.46875,0.47721822541966424
0.4,4,54,100000,100000,213,45,373,376,0.5,0.4918032786885246,0.4975845410628019
0.4,4,55,100000,100000,86,11,372,380,0.5,0.375,0.5277108433734939
0.4,4,56,100000,100000,28,235,375,367,0.5,0.4444444444444444,0.5206812652068127
0.4,4,57,100000,100000,105,107,355,363,0.5,0.4652777777777778,0.4963325183374083
0.4,4,58,100000,100000,277,181,362,360,0.5,0.4857142857142857,0.5024630541871922
0.4,4,59,100000,100000,333,64,356,361,0.5,0.4642857142857143,0.5147058823529411
0.4,4,60,100000,100000,99,26,359,356,0.5,0.5151515151515151,0.5099009900990099
0.4,4,61,100000,100000,262,219,357,373,0.5,0.49469964664310956,0.46411483253588515
0.4,4,62,100000,100000,73,199,368,366,0.5,0.48484848484848486,0.48120300751879697
0.4,4,63,100000,100000,154,73,368,378,0.5,0.5617977528089888,0.5362318840579711
0.4,4,64,100000,100000,282,84,364,366,0.5,0.580952380952381,0.4824120603015075
0.4,4,65,100000,100000,33,219,377,379,0.5,0.6111111111111112,0.5194174757281553
0.4,4,66,100000,100000,38,119,369,355,0.5,0.48936170212765956,0.5165394402035624
0.4,4,67,100000,100000,158,45,382,384,0.5,0.4406779661016949,0.45260663507109006
0.4,4,68,100000,100000,112,376,379,381,0.5,0.5664335664335665,0.5049019607843137
0.4,4,69,100000,100000,164,139,374,357,0.5,0.47058823529411764,0.49135802469135803
0.4,4,70,100000,100000,215,187,378,365,0.5,0.528,0.4988009592326139
0.4,4,71,100000,100000,110,321,376,364,0.5,0.5223880597014925,0.518796992481203
0.4,4,72,100000,100000,100,85,366,365,0.5,0.5043478260869565,0.49257425742574257
0.4,4,73,100000,100000,206,127,369,370,0.5,0.5153374233128835,0.49148418491484186
0.4,4,74,100000,100000,152,74,381,381,0.5,0.42574257425742573,0.5047619047619047
0.4,4,75,100000,100000,45,119,384,379,0.5,0.5645161290322581,0.48699763593380613
0.4,4,76,100000,100000,142,170,358,369,0.5,0.48205128205128206,0.5125
0.4,4,77,100000,100000,277,159,374,375,0.5,0.4953271028037383,0.4682926829268293
0.4,4,78,100000,100000,85,420,360,360,0.5,0.48214285714285715,0.48877805486284287
0.4,4,79,100000,100000,151,152,376,358,0.5,0.4948453608247423,0.5282555282555282
0.4,4,80,100000,100000,268,78,389,378,0.5,0.5045871559633027,0.4785714285714286
0.4,4,81,100000,100000,38,275,351,363,0.5,0.5106382978723404,0.4824120603015075
0.4,4,82,100000,100000,133,155,347,351,0.5,0.5142857142857142,0.49230769230769234
0.4,4,83,100000,100000,294,176,363,365,0.5,0.4723404255319149,0.49382716049382713
0.4,4,84,100000,100000,74,149,371,367,0.5,0.5568181818181818,0.5252525252525253
0.4,4,85,100000,100000,116,144,354,353,0.5,0.4591194968553459,0.5235602094240838
0.4,4,86,100000,100000,56,338,368,368,0.5,0.5070422535211268,0.5211970074812967
0.4,4,87,100000,100000,55,92,339,337,0.5,0.5492957746478874,0.5193798449612403
0.4,4,88,100000,100000,47,150,347,356,0.5,0.5384615384615384,0.5214105793450882
0.4,4,89,100000,100000,288,139,373,378,0.5,0.5108695652173914,0.5097087378640777
0.4,4,90,100000,100000,126,123,381,381,0.5,0.4226190476190476,0.4382284382284382
0.4,4,91,100000,100000,202,252,374,363,0.5,0.46441947565543074,0.4902439024390244
0.4,4,92,100000,100000,161,22,372,364,0.5,0.5172413793103449,0.4825
0.4,4,93,100000,100000,7,246,364,364,0.5,0.4444444444444444,0.5123762376237624
0.4,4,94,100000,100000,179,284,349,353,0.5,0.5,0.5102564102564102
0.4,4,95,100000,100000,31,135,357,363,0.5,0.40425531914893614,0.48091603053435117
0.4,4,96,100000,100000,195,73,371,367,0.5,0.6292134831460674,0.5048543689320388
0.4,4,97,100000,100000,128,178,352,374,0.5,0.4971751412429379,0.45185185185185184
0.4,4,98,100000,100000,38,342,369,375,0.5,0.5510204081632653,0.5288461538461539
0.4,4,99,100000,100000,121,174,371,388,0.5,0.5568862275449101,0.513317191283293
0.4,5,0,100000,100000,187,54,383,382,0.5,0.5362318840579711,0.5456730769230769
0.4,5,1,100000,100000,207,143,354,367,0.5,0.4972972972972973,0.5087719298245614
0.4,5,2,100000,100000,116,292,370,369,0.5,0.512987012987013,0.4567901234567901
0.4,5,3,100000,100000,135,114,349,353,0.5,0.47019867549668876,0.4681933842239186
0.4,5,4,100000,100000,81,95,375,371,0.5,0.4811320754716981,0.5
0.4,5,5,100000,100000,176,192,369,382,0.5,0.46987951807228917,0.49635036496350365
0.4,5,6,100000,100000,119,388,381,376,0.5,0.5364238410596026,0.49019607843137253
0.4,5,7,100000,100000,134,149,377,376,0.5,0.5672514619883041,0.5308641975308642
0.4,5,8,100000,100000,46,149,363,349,0.5,0.4576271186440678,0.48166259168704156
0.4,5,9,100000,100000,174,81,370,373,0.5,0.6310679611650486,0.5271867612293144
0.4,5,10,100000,100000,105,71,373,375,0.5,0.4725274725274725,0.5035799522673031
0.4,5,11,100000,100000,243,154,356,378,0.5,0.53125,0.5072463768115942
0.4,5,12,100000,100000,64,260,385,371,0.5,0.5487804878048781,0.5158924205378973
0.4,5,13,100000,100000,86,241,387,378,0.5,0.5523809523809524,0.531615925058548
0.4,5,14,100000,100000,60,233,371,369,0.5,0.527027027027027,0.4632352941176471
0.4,5,15,100000,100000,128,62,365,367,0.5,0.5733333333333334,0.5050505050505051
0.4,5,16,100000,100000,100,133,367,378,0.5,0.4857142857142857,0.5098522167487685
0.4,5,17,100000,100000,72,221,383,374,0.5,0.5411764705882353,0.5197044334975369
0.4,5,18,100000,100000,22,212,364,363,0.5,0.5333333333333333,0.5167095115681234
0.4,5,19,100000,100000,179,345,360,360,0.5,0.5,0.5060827250608273
0.4,5,20,100000,100000,371,246,388,391,0.5,0.49696969696969695,0.5163551401869159
0.4,5,21,100000,100000,62,161,365,381,0.5,0.5294117647058824,0.47641509433962265
0.4,5,22,100000,100000,113,216,349,347,0.5,0.5503355704697986,0.5
0.4,5,23,100000,100000,158,95,364,368,0.5,0.44696969696969696,0.4577114427860697
0.4,5,24,100000,100000,225,118,367,354,0.5,0.503030303030303,0.4854368932038835
0.4,5,25,100000,100000,155,202,366,359,0.5,0.5023255813953489,0.5166240409207161
0.4,5,26,100000,100000,172,223,382,374,0.5,0.49137931034482757,0.5182481751824818
0.4,5,27,100000,100000,35,70,357,338,0.5,0.41025641025641024,0.4817708333333333
0.4,5,28,100000,100000,134,192,366,365,0.5,0.4860335195530726,0.47880299251870323
0.4,5,29,100000,100000,140,194,389,380,0.5,0.4860335195530726,0.5176470588235295
0.4,5,30,100000,100000,420,9,373,388,0.5,1.0,0.4821852731591449
0.4,5,31,100000,100000,222,32,363,361,0.5,0.5952380952380952,0.4975369458128079
0.4,5,32,100000,100000,73,363,367,374,0.5,0.44339622641509435,0.5085995085995086
0.4,5,33,100000,100000,105,187,358,382,0.5,0.5136986301369864,0.49038461538461536
0.4,5,34,100000,100000,148,94,363,357,0.5,0.5726495726495726,0.5073891625615764
0.4,5,35,100000,100000,88,65,367,358,0.5,0.43010752688172044,0.48854961832061067
0.4,5,36,100000,100000,93,6,390,393,0.5,0.5555555555555556,0.5208333333333334
0.4,5,37,100000,100000,95,135,372,373,0.5,0.46923076923076923,0.48894348894348894
0.4,5,38,100000,100000,319,368,345,362,0.5,0.44954128440366975,0.4533678756476684
0.4,5,39,100000,100000,88,275,362,382,0.5,0.49612403100775193,0.49261083743842365
0.4,5,40,100000,100000,336,150,361,370,0.5,0.5208333333333334,0.4975
0.4,5,41,100000,100000,198,110,368,376,0.5,0.49645390070921985,0.5061728395061729
0.4,5,42,100000,100000,286,369,357,357,0.5,0.5051813471502591,0.49502487562189057
0.4,5,43,100000,100000,188,228,353,365,0.5,0.5078125,0.5074257425742574
0.4,5,44,100000,100000,213,91,350,371,0.5,0.4956521739130435,0.47368421052631576
0.4,5,45,100000,100000,204,66,366,369,0.5,0.5822784810126582,0.5037593984962406
0.4,5,46,100000,100000,195,231,389,360,0.5,0.512396694214876,0.5024154589371981
0.4,5,47,100000,100000,252,219,372,361,0.5,0.4918032786885246,0.48258706467661694
0.4,5,48,100000,100000,160,30,355,350,0.5,0.48484848484848486,0.49230769230769234
0.4,5,49,100000,100000,399,34,373,375,0.5,0.4666666666666667,0.4963680387409201
0.4,5,50,100000,100000,415,55,375,373,0.5,0.4583333333333333,0.5181598062953995
0.4,5,51,100000,100000,200,283,356,354,0.5,0.4924812030075188,0.48091603053435117
0.4,5,52,100000,100000,92,22,372,384,0.5,0.48,0.4916467780429594
0.4,5,53,100000,100000,282,90,357,376,0.5,0.5,0.5297029702970297
0.4,5,54,100000,100000,314,92,369,366,0.5,0.48412698412698413,0.5024875621890548
0.4,5,55,100000,100000,149,368,368,383,0.5,0.5247524752475248,0.5121951219512195
0.4,5,56,100000,100000,129,145,368,356,0.5,0.43023255813953487,0.46943765281173594
0.4,5,57,100000,100000,245,66,369,373,0.5,0.42857142857142855,0.4891566265060241
0.4,5,58,100000,100000,143,301,349,364,0.5,0.5050505050505051,0.4899497487437186
0.4,5,59,100000,100000,214,146,364,376,0.5,0.521978021978022,0.5023923444976076
0.4,5,60,100000,100000,249,54,345,371,0.5,0.546875,0.539440203562341
0.4,5,61,100000,100000,91,65,369,366,0.5,0.42696629213483145,0.49382716049382713
0.4,5,62,100000,100000,62,192,362,352,0.5,0.5,0.504950495049505
0.4,5,63,100000,100000,229,256,379,383,0.5,0.4870967741935484,0.5216346153846154
0.4,5,64,100000,100000,284,189,370,354,0.5,0.4756554307116105,0.49622166246851385
0.4,5,65,100000,100000,124,246,345,341,0.5,0.43023255813953487,0.45219638242894056
0.4,5,66,100000,100000,99,268,369,356,0.5,0.5161290322580645,0.48737373737373735
0.4,5,67,100000,100000,393,118,372,403,0.5,0.4794520547945205,0.5129411764705882
0.4,5,68,100000,100000,235,164,363,367,0.5,0.46255506607929514,0.4547677261613692
0.4,5,69,100000,100000,95,293,378,372,0.5,0.4959349593495935,0.5208845208845209
0.4,5,70,100000,100000,161,281,373,366,0.5,0.5048543689320388,0.5346534653465347
0.4,5,71,100000,100000,82,112,350,364,0.5,0.5045045045045045,0.5275
0.4,5,72,100000,100000,308,77,348,338,0.5,0.5544554455445545,0.5263157894736842
0.4,5,73,100000,100000,161,265,361,356,0.5,0.49767441860465117,0.4902439024390244
0.4,5,74,100000,100000,142,153,366,359,0.5,0.5243243243243243,0.4963325183374083
0.4,5,75,100000,100000,140,112,368,374,0.5,0.48,0.4578313253012048
0.4,5,76,100000,100000,476,205,366,376,0.5,0.4646840148698885,0.48905109489051096
0.4,5,77,100000,100000,125,187,352,342,0.5,0.5454545454545454,0.5103092783505154
0.4,5,78,100000,100000,242,114,378,385,0.5,0.5942028985507246,0.5514705882352942
0.4,5,79,100000,100000,246,95,334,324,0.5,0.45985401459854014,0.4765625
0.4,5,80,100000,100000,175,139,364,353,0.5,0.48677248677248675,0.4860759493670886
0.4,5,81,100000,100000,289,12,371,362,0.5,0.47619047619047616,0.48877805486284287
0.4,5,82,100000,100000,395,104,354,357,0.5,0.4857142857142857,0.5037593984962406
0.4,5,83,100000,100000,59,428,337,349,0.5,0.4444444444444444,0.48947368421052634
0.4,5,84,100000,100000,273,59,359,368,0.5,0.5,0.5246305418719212
0.4,5,85,100000,100000,117,190,368,348,0.5,0.4144736842105263,0.472289156626506
0.4,5,86,100000,100000,121,24,357,375,0.5,0.5151515151515151,0.4916864608076009
0.4,5,87,100000,100000,270,114,363,360,0.5,0.4782608695652174,0.48883374689826303
0.4,5,88,100000,100000,93,60,378,395,0.5,0.5205479452054794,0.4894117647058824
0.4,5,89,100000,100000,439,158,372,373,0.5,0.4861111111111111,0.5036855036855037
0.4,5,90,100000,100000,30,239,362,370,0.5,0.5,0.49502487562189057
0.4,5,91,100000,100000,208,88,346,358,0.5,0.5185185185185185,0.5092348284960422
0.4,5,92,100000,100000,433,184,362,370,0.5,0.5021097046413502,0.49874686716791977
0.4,5,93,100000,100000,295,127,364,378,0.5,0.5125,0.5144927536231884
0.4,5,94,100000,100000,174,190,350,354,0.5,0.4730290456431535,0.4713541666666667
0.4,5,95,100000,100000,308,156,366,359,0.5,0.5833333333333334,0.5260416666666666
0.4,5,96,100000,100000,54,84,375,372,0.5,0.5303030303030303,0.4962962962962963
0.4,5,97,100000,100000,136,50,361,370,0.5,0.55,0.5037406483790524
0.4,5,98,100000,100000,227,132,362,385,0.5,0.5185185185185185,0.5218446601941747
0.4,5,99,100000,100000,109,285,352,363,0.5,0.4444444444444444,0.44938271604938274
0.4,6,0,100000,100000,15,416,365,369,0.5,0.6875,0.47858942065491183
0.4,6,1,100000,100000,251,60,385,386,0.5,0.6,0.5214285714285715
0.4,6,2,100000,100000,287,123,372,384,0.5,0.5225806451612903,0.5147058823529411
0.4,6,3,100000,100000,119,31,363,358,0.5,0.4883720930232558,0.493573264781491
0.4,6,4,100000,100000,337,349,341,359,0.5,0.5211581291759465,0.5253807106598984
0.4,6,5,100000,100000,85,92,364,355,0.5,0.5648148148148148,0.5505050505050505
0.4,6,6,100000,100000,93,137,371,372,0.5,0.4496124031007752,0.49014778325123154
0.4,6,7,100000,100000,51,201,366,356,0.5,0.5833333333333334,0.4898989898989899
0.4,6,8,100000,100000,130,330,375,355,0.5,0.5256410256410257,0.49
0.4,6,9,100000,100000,195,190,374,392,0.5,0.5450643776824035,0.5072115384615384
0.4,6,10,100000,100000,284,72,374,367,0.5,0.5257731958762887,0.5109489051094891
0.4,6,11,100000,100000,341,105,356,372,0.5,0.4961832061068702,0.48402948402948404
0.4,6,12,100000,100000,268,177,380,375,0.5,0.5319148936170213,0.5467980295566502
0.4,6,13,100000,100000,253,108,394,373,0.5,0.5517241379310345,0.5142857142857142
0.4,6,14,100000,100000,20,130,373,379,0.5,0.56,0.4879807692307692
0.4,6,15,100000,100000,507,301,360,376,0.5,0.5078534031413613,0.49385749385749383
0.4,6,16,100000,100000,97,64,384,386,0.5,0.5569620253164557,0.5167464114832536
0.4,6,17,100000,100000,160,41,379,378,0.5,0.7,0.5558312655086849
0.4,6,18,100000,100000,469,72,377,393,0.5,0.4842105263157895,0.4812206572769953
0.4,6,19,100000,100000,229,217,363,370,0.5,0.48639455782312924,0.4987951807228916
0.4,6,20,100000,100000,45,60,346,350,0.5,0.5535714285714286,0.5363408521303258
0.4,6,21,100000,100000,114,90,381,369,0.5,0.4796747967479675,0.46618357487922707
0.4,6,22,100000,100000,97,29,351,357,0.5,0.42857142857142855,0.4680306905370844
0.4,6,23,100000,100000,142,94,373,362,0.5,0.49624060150375937,0.529113924050633
0.4,6,24,100000,100000,298,51,369,352,0.5,0.5,0.4556354916067146
0.4,6,25,100000,100000,620,187,390,381,0.5,0.512,0.508274231678487
0.4,6,26,100000,100000,27,190,363,370,0.5,0.4878048780487805,0.5311720698254364
0.4,6,27,100000,100000,103,153,365,352,0.5,0.46808510638297873,0.4849246231155779
0.4,6,28,100000,100000,86,69,388,406,0.5,0.4883720930232558,0.5239179954441914
0.4,6,29,100000,100000,201,98,388,385,0.5,0.43846153846153846,0.4802784222737819
0.4,6,30,100000,100000,69,92,367,354,0.5,0.43333333333333335,0.5167095115681234
0.4,6,31,100000,100000,88,104,353,364,0.5,0.5641025641025641,0.519280205655527
0.4,6,32,100000,100000,70,129,356,360,0.5,0.48863636363636365,0.47880299251870323
0.4,6,33,100000,100000,300,54,380,360,0.5,0.47058823529411764,0.5452261306532663
0.4,6,34,100000,100000,268,102,363,381,0.5,0.48,0.5023923444976076
0.4,6,35,100000,100000,56,200,381,362,0.5,0.4189189189189189,0.4634146341463415
0.4,6,36,100000,100000,125,323,371,361,0.5,0.5283018867924528,0.5270935960591133
0.4,6,37,100000,100000,136,35,368,373,0.5,0.6410256410256411,0.5583756345177665
0.4,6,38,100000,100000,286,20,368,355,0.5,0.5185185185185185,0.5062034739454094
0.4,6,39,100000,100000,301,165,372,376,0.5,0.5305164319248826,0.5184275184275184
