parameter_k,pair_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
70,1,71,100000,100000,539,623,797,806,0.5,0.45616438356164385,0.4809069212410501
70,1,72,100000,100000,569,583,804,809,0.5,0.49014454664914586,0.5090252707581228
70,1,73,100000,100000,578,599,809,800,0.5,0.4895833333333333,0.5095238095238095
70,1,74,100000,100000,569,574,808,801,0.5,0.4973045822102426,0.48862275449101794
70,1,75,100000,100000,582,545,798,812,0.5,0.5316091954022989,0.533969010727056
70,1,76,100000,100000,625,603,803,806,0.5,0.47540983606557374,0.5059952038369304
70,1,77,100000,100000,569,602,792,797,0.5,0.5026455026455027,0.5213154689403167
70,1,78,100000,100000,563,571,799,803,0.5,0.5033557046979866,0.5252403846153846
70,1,79,100000,100000,558,539,789,793,0.5,0.5163120567375886,0.5
70,1,80,100000,100000,595,609,786,792,0.5,0.4987179487179487,0.5188794153471377
70,1,81,100000,100000,567,555,794,796,0.5,0.5102319236016372,0.5012106537530266
70,1,82,100000,100000,565,568,803,794,0.5,0.5006802721088436,0.53309265944645
70,1,83,100000,100000,545,571,794,811,0.5,0.49118046132971505,0.5090036014405762
70,1,84,100000,100000,589,563,801,803,0.5,0.47121820615796517,0.5060096153846154
70,1,85,100000,100000,579,566,797,791,0.5,0.46262886597938147,0.48854041013269
70,1,86,100000,100000,598,591,805,788,0.5,0.51171875,0.49333333333333335
70,1,87,100000,100000,571,549,793,787,0.5,0.515818431911967,0.48592411260709917
70,1,88,100000,100000,557,546,809,788,0.5,0.49791955617198336,0.4801920768307323
70,1,89,100000,100000,566,581,794,813,0.5,0.5305291723202171,0.5096852300242131
70,1,90,100000,100000,567,568,793,787,0.5,0.4966078697421981,0.4835164835164835
70,1,91,100000,100000,609,571,777,778,0.5,0.4863102998696219,0.4770755885997522
70,1,92,100000,100000,590,550,786,803,0.5,0.47956403269754766,0.49696969696969695
70,1,93,100000,100000,596,577,803,799,0.5,0.4851994851994852,0.517490952955368
70,1,94,100000,100000,584,572,804,800,0.5,0.513550135501355,0.49338146811071
70,1,95,100000,100000,542,608,787,794,0.5,0.5020463847203275,0.4841463414634146
70,1,96,100000,100000,577,552,783,799,0.5,0.496551724137931,0.4902676399026764
70,1,97,100000,100000,579,595,814,817,0.5,0.48350253807106597,0.4846335697399527
70,1,98,100000,100000,591,577,790,789,0.5,0.5097783572359843,0.5024390243902439
70,1,99,100000,100000,587,551,806,788,0.5,0.47854356306892065,0.4525810324129652
70,2,0,100000,100000,582,545,796,805,0.5,0.5128571428571429,0.4831325301204819
70,2,1,100000,100000,556,568,793,795,0.5,0.5271739130434783,0.5176613885505481
70,2,2,100000,100000,558,590,788,797,0.5,0.47733333333333333,0.48668280871670705
70,2,3,100000,100000,550,594,800,804,0.5,0.5210884353741496,0.5234093637454982
70,2,4,100000,100000,603,530,797,798,0.5,0.4917808219178082,0.5048192771084338
70,2,5,100000,100000,589,567,793,790,0.5,0.5,0.4763636363636364
70,2,6,100000,100000,601,581,808,793,0.5,0.5148387096774194,0.5193704600484261
70,2,7,100000,100000,577,567,789,806,0.5,0.49800796812749004,0.5084134615384616
70,2,8,100000,100000,581,590,791,782,0.5,0.5294888597640891,0.5319410319410319
70,2,9,100000,100000,571,591,793,792,0.5,0.4908376963350785,0.5036585365853659
70,2,10,100000,100000,620,566,789,787,0.5,0.5065963060686016,0.4791666666666667
70,2,11,100000,100000,545,631,786,780,0.5,0.5307017543859649,0.550185873605948
70,2,12,100000,100000,546,576,796,799,0.5,0.4882108183079057,0.5042219541616405
70,2,13,100000,100000,546,595,809,813,0.5,0.4898236092265943,0.5
70,2,14,100000,100000,583,587,798,803,0.5,0.49805950840879687,0.4896969696969697
70,2,15,100000,100000,598,519,798,800,0.5,0.48625180897250364,0.4676258992805755
70,2,16,100000,100000,553,617,798,789,0.5,0.5053763440860215,0.5213154689403167
70,2,17,100000,100000,565,567,793,790,0.5,0.5291723202170964,0.4975669099756691
70,2,18,100000,100000,581,548,790,791,0.5,0.5308988764044944,0.5122549019607843
70,2,19,100000,100000,573,589,794,808,0.5,0.49868766404199477,0.499404052443385
70,2,20,100000,100000,585,618,804,822,0.5,0.5051413881748072,0.5207591933570581
70,2,21,100000,100000,554,567,810,800,0.5,0.5206611570247934,0.5199034981905911
70,2,22,100000,100000,564,561,786,787,0.5,0.5399719495091164,0.508641975308642
70,2,23,100000,100000,558,552,789,788,0.5,0.4772413793103448,0.4742014742014742
70,2,24,100000,100000,586,568,799,798,0.5,0.5086551264980027,0.49278846153846156
70,2,25,100000,100000,560,586,787,797,0.5,0.4748677248677249,0.5109756097560976
70,2,26,100000,100000,572,589,793,798,0.5,0.5168236877523553,0.49393203883495146
70,2,27,100000,100000,589,618,801,791,0.5,0.4878361075544174,0.4873341375150784
70,2,28,100000,100000,540,619,799,797,0.5,0.510958904109589,0.5217391304347826
70,2,29,100000,100000,602,612,809,809,0.5,0.48375,0.5
70,2,30,100000,100000,583,545,802,802,0.5,0.4591280653950954,0.44166666666666665
70,2,31,100000,100000,575,554,786,799,0.5,0.4917808219178082,0.5048426150121066
70,2,32,100000,100000,560,565,800,803,0.5,0.47291941875825627,0.4880095923261391
70,2,33,100000,100000,537,582,792,787,0.5,0.44366197183098594,0.45929526123936815
70,2,34,100000,100000,586,581,800,805,0.5,0.5046357615894039,0.5156626506024097
70,2,35,100000,100000,564,585,803,805,0.5,0.49282920469361147,0.4863582443653618
70,2,36,100000,100000,578,573,787,789,0.5,0.4921052631578947,0.5109489051094891
70,2,37,100000,100000,564,593,776,788,0.5,0.4725848563968668,0.48034398034398035
70,2,38,100000,100000,531,564,787,802,0.5,0.5163120567375886,0.5150784077201448
70,2,39,100000,100000,601,569,789,793,0.5,0.49037227214377405,0.510353227771011
70,2,40,100000,100000,552,585,806,798,0.5,0.4891008174386921,0.4862932061978546
70,2,41,100000,100000,595,572,785,789,0.5,0.5053475935828877,0.4902439024390244
70,2,42,100000,100000,578,599,805,804,0.5,0.4896103896103896,0.4916267942583732
70,2,43,100000,100000,583,583,793,797,0.5,0.4948051948051948,0.5072463768115942
70,2,44,100000,100000,625,569,799,804,0.5,0.48614609571788414,0.4963942307692308
70,2,45,100000,100000,595,599,802,799,0.5,0.5263157894736842,0.5066666666666667
70,2,46,100000,100000,557,564,798,795,0.5,0.5183175033921302,0.5240963855421686
70,2,47,100000,100000,564,579,790,795,0.5,0.5046235138705416,0.4817073170731707
70,2,48,100000,100000,574,594,786,787,0.5,0.49288486416558863,0.5219512195121951
70,2,49,100000,100000,569,559,804,809,0.5,0.4699599465954606,0.5190930787589498
70,2,50,100000,100000,613,572,801,794,0.5,0.4948586118251928,0.48375451263537905
70,2,51,100000,100000,594,577,801,787,0.5,0.4961139896373057,0.5121654501216545
70,2,52,100000,100000,572,617,786,797,0.5,0.5013054830287206,0.49817739975698666
70,2,53,100000,100000,550,565,805,799,0.5,0.4925373134328358,0.4969987995198079
70,2,54,100000,100000,607,574,780,780,0.5,0.5312084993359893,0.5080346106304079
70,2,55,100000,100000,554,600,800,793,0.5,0.5159059474412172,0.5115151515151515
70,2,56,100000,100000,550,564,790,793,0.5,0.4604026845637584,0.4848116646415553
70,2,57,100000,100000,591,569,784,788,0.5,0.48936170212765956,0.46642246642246643
70,2,58,100000,100000,576,581,801,794,0.5,0.5352862849533955,0.5151515151515151
70,2,59,100000,100000,606,610,797,789,0.5,0.5031210986267166,0.5048543689320388
70,2,60,100000,100000,558,621,782,783,0.5,0.48947368421052634,0.48161764705882354
70,2,61,100000,100000,603,602,778,776,0.5,0.48180677540777916,0.4969021065675341
