parameter_k,pair_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
70,7,47,100000,100000,566,566,799,805,0.5,0.48353096179183136,0.5333333333333333
70,7,48,100000,100000,620,559,793,805,0.5,0.5020026702269693,0.5078407720144753
70,7,49,100000,100000,579,559,784,789,0.5,0.5187667560321716,0.47496947496947495
70,7,50,100000,100000,573,558,817,821,0.5,0.5296610169491526,0.5167064439140812
70,7,51,100000,100000,548,620,823,820,0.5,0.4864864864864865,0.4840989399293286
70,7,52,100000,100000,571,579,793,807,0.5,0.4908854166666667,0.5152253349573691
70,7,53,100000,100000,597,599,796,798,0.5,0.5412844036697247,0.5295536791314838
70,7,54,100000,100000,565,583,795,800,0.5,0.5087483176312247,0.5084745762711864
70,7,55,100000,100000,570,587,804,803,0.5,0.47774869109947643,0.4934131736526946
70,7,56,100000,100000,594,588,799,803,0.5,0.5274151436031331,0.4862932061978546
70,7,57,100000,100000,581,585,793,790,0.5,0.4916129032258065,0.48602673147023084
70,7,58,100000,100000,576,567,798,807,0.5,0.5074024226110363,0.47805456702253857
70,7,59,100000,100000,563,553,802,804,0.5,0.5213793103448275,0.5394736842105263
70,7,60,100000,100000,557,529,797,809,0.5,0.4686609686609687,0.5024038461538461
70,7,61,100000,100000,601,567,799,802,0.5,0.5033921302578019,0.5030229746070133
70,7,62,100000,100000,586,565,796,799,0.5,0.46936114732724904,0.46953405017921146
70,7,63,100000,100000,597,596,795,794,0.5,0.4793491864831039,0.5042424242424243
70,7,64,100000,100000,600,598,806,793,0.5,0.48863636363636365,0.5265060240963856
70,7,65,100000,100000,567,608,811,798,0.5,0.5217983651226158,0.5149700598802395
70,7,66,100000,100000,579,571,804,807,0.5,0.49014454664914586,0.5213270142180095
70,7,67,100000,100000,627,553,797,799,0.5,0.5197183098591549,0.4993939393939394
70,7,68,100000,100000,616,605,788,785,0.5,0.46780072904009723,0.47144592952612396
70,7,69,100000,100000,580,565,793,798,0.5,0.5075034106412005,0.4963855421686747
70,7,70,100000,100000,595,604,793,801,0.5,0.5115089514066496,0.5102781136638452
70,7,71,100000,100000,566,561,795,786,0.5,0.48262032085561496,0.4902676399026764
70,7,72,100000,100000,575,557,815,813,0.5,0.49056603773584906,0.5054021608643458
70,7,73,100000,100000,592,550,804,808,0.5,0.5027932960893855,0.5344418052256532
70,7,74,100000,100000,570,549,816,820,0.5,0.5071022727272727,0.49523809523809526
70,7,75,100000,100000,612,566,795,782,0.5,0.47881899871630296,0.4865853658536585
70,7,76,100000,100000,557,579,801,790,0.5,0.48326639892904955,0.4794188861985472
70,7,77,100000,100000,622,537,807,798,0.5,0.48153214774281805,0.48363636363636364
70,7,78,100000,100000,546,576,801,800,0.5,0.5118549511854951,0.4745762711864407
70,7,79,100000,100000,600,548,796,798,0.5,0.5033738191632928,0.4921402660217654
70,7,80,100000,100000,594,596,794,790,0.5,0.46905940594059403,0.49029126213592233
70,7,81,100000,100000,558,574,794,793,0.5,0.5053333333333333,0.4661016949152542
70,7,82,100000,100000,557,554,802,797,0.5,0.49445983379501385,0.5072289156626506
70,7,83,100000,100000,563,545,792,796,0.5,0.5168539325842697,0.5
70,7,84,100000,100000,590,568,817,809,0.5,0.49159120310478654,0.5011709601873536
70,7,85,100000,100000,571,564,800,803,0.5,0.4993288590604027,0.47539015606242496
70,7,86,100000,100000,576,582,793,808,0.5,0.48366013071895425,0.5179856115107914
70,7,87,100000,100000,554,597,800,804,0.5,0.5100671140939598,0.5277777777777778
70,7,88,100000,100000,632,574,814,814,0.5,0.5144736842105263,0.5129716981132075
70,7,89,100000,100000,590,595,789,795,0.5,0.48538754764930114,0.5012106537530266
70,7,90,100000,100000,577,585,792,795,0.5,0.4829842931937173,0.503037667071689
70,7,91,100000,100000,580,590,792,784,0.5,0.46446700507614214,0.5237515225334958
70,7,92,100000,100000,590,603,807,795,0.5,0.49301143583227447,0.4921212121212121
70,7,93,100000,100000,577,561,802,788,0.5,0.5332428765264586,0.5309090909090909
70,7,94,100000,100000,547,577,779,799,0.5,0.5349794238683128,0.4944649446494465
70,7,95,100000,100000,561,597,807,814,0.5,0.5227272727272727,0.48104265402843605
70,7,96,100000,100000,590,590,792,792,0.5,0.5077319587628866,0.4781021897810219
70,7,97,100000,100000,547,589,802,814,0.5,0.47404371584699456,0.49287410926365793
70,7,98,100000,100000,605,604,807,800,0.5,0.4628712871287129,0.4792408066429419
70,7,99,100000,100000,608,578,800,791,0.5,0.5440976933514247,0.4927536231884058
70,8,0,100000,100000,582,573,800,805,0.5,0.4857142857142857,0.4718562874251497
70,8,1,100000,100000,568,557,802,796,0.5,0.5006711409395973,0.5012019230769231
70,8,2,100000,100000,572,572,813,801,0.5,0.49800796812749004,0.5215827338129496
70,8,3,100000,100000,609,590,781,784,0.5,0.5,0.48894348894348894
70,8,4,100000,100000,572,558,799,783,0.5,0.514324693042292,0.4822954822954823
70,8,5,100000,100000,550,557,796,800,0.5,0.46603260869565216,0.4987980769230769
70,8,6,100000,100000,578,574,795,794,0.5,0.5116279069767442,0.5177045177045178
70,8,7,100000,100000,604,578,770,778,0.5,0.4880201765447667,0.493099121706399
70,8,8,100000,100000,554,567,803,784,0.5,0.4762550881953867,0.48363636363636364
70,8,9,100000,100000,582,620,795,795,0.5,0.46329113924050636,0.5012048192771085
70,8,10,100000,100000,566,616,812,808,0.5,0.5013477088948787,0.5047619047619047
70,8,11,100000,100000,568,612,797,789,0.5,0.5110192837465565,0.4938875305623472
70,8,12,100000,100000,548,558,784,796,0.5,0.5277777777777778,0.4939467312348668
70,8,13,100000,100000,558,593,805,811,0.5,0.4849673202614379,0.48502994011976047
70,8,14,100000,100000,534,588,797,801,0.5,0.5167597765363129,0.4601449275362319
70,8,15,100000,100000,555,589,806,797,0.5,0.5152354570637119,0.5120772946859904
70,8,16,100000,100000,602,591,794,788,0.5,0.4943253467843632,0.5183823529411765
70,8,17,100000,100000,512,574,787,797,0.5,0.4876632801161103,0.4834761321909425
70,8,18,100000,100000,563,570,784,786,0.5,0.5374149659863946,0.5154130702836005
70,8,19,100000,100000,561,592,785,793,0.5,0.5292553191489362,0.5147420147420148
70,8,20,100000,100000,570,586,793,793,0.5,0.4967234600262123,0.5042839657282742
70,8,21,100000,100000,561,580,808,817,0.5,0.484,0.5391923990498813
70,8,22,100000,100000,577,595,793,794,0.5,0.5013227513227513,0.5327669902912622
70,8,23,100000,100000,553,579,806,802,0.5,0.4965893587994543,0.49700598802395207
70,8,24,100000,100000,582,559,805,803,0.5,0.4932975871313673,0.4946492271105826
70,8,25,100000,100000,585,583,791,795,0.5,0.4954954954954955,0.5116564417177915
70,8,26,100000,100000,573,564,798,789,0.5,0.5093582887700535,0.49878345498783455
70,8,27,100000,100000,589,580,816,800,0.5,0.4909560723514212,0.4928400954653938
70,8,28,100000,100000,573,607,787,800,0.5,0.5051546391752577,0.51338199513382
70,8,29,100000,100000,607,580,796,794,0.5,0.4993548387096774,0.5238095238095238
70,8,30,100000,100000,546,591,778,788,0.5,0.4609271523178808,0.49135802469135803
70,8,31,100000,100000,520,621,793,789,0.5,0.5043352601156069,0.48602673147023084
70,8,32,100000,100000,599,568,801,799,0.5,0.4961340206185567,0.4903614457831325
70,8,33,100000,100000,586,600,797,797,0.5,0.5473684210526316,0.5048661800486618
70,8,34,100000,100000,590,614,797,795,0.5,0.5120405576679341,0.4993924665856622
70,8,35,100000,100000,595,570,792,796,0.5,0.4987012987012987,0.5042527339003645
70,8,36,100000,100000,596,588,799,803,0.5,0.4851228978007762,0.48375451263537905
70,8,37,100000,100000,613,587,801,801,0.5,0.5110246433203631,0.49338146811071
70,8,38,100000,100000,568,570,801,796,0.5,0.5195681511470985,0.5054282267792521
70,8,39,100000,100000,601,575,803,796,0.5,0.5059132720105125,0.48383233532934133
70,8,40,100000,100000,553,555,817,805,0.5,0.5020632737276479,0.48288075560802834
70,8,41,100000,100000,610,573,790,793,0.5,0.5052219321148825,0.5079365079365079
70,8,42,100000,100000,570,585,792,800,0.5,0.5292553191489362,0.49696969696969695
70,8,43,100000,100000,582,578,795,790,0.5,0.4539641943734015,0.4782608695652174
70,8,44,100000,100000,568,548,803,808,0.5,0.4746666666666667,0.4797619047619048
70,8,45,100000,100000,568,567,783,794,0.5,0.5033921302578019,0.5091799265605875
70,8,46,100000,100000,624,579,793,791,0.5,0.4943109987357775,0.5067155067155067
70,8,47,100000,100000,607,611,790,783,0.5,0.4789808917197452,0.48957055214723927
70,8,48,100000,100000,594,592,812,816,0.5,0.5019607843137255,0.5053763440860215
70,8,49,100000,100000,524,569,780,783,0.5,0.49635036496350365,0.4962962962962963
70,8,50,100000,100000,569,561,816,804,0.5,0.4946236559139785,0.504739336492891
70,8,51,100000,100000,597,576,790,791,0.5,0.4865211810012837,0.5
70,8,52,100000,100000,611,582,777,794,0.5,0.4980494148244473,0.5171990171990172
70,8,53,100000,100000,564,592,784,786,0.5,0.5086782376502003,0.505521472392638
70,8,54,100000,100000,565,598,800,801,0.5,0.5172413793103449,0.5102533172496985
70,8,55,100000,100000,563,578,790,793,0.5,0.48663101604278075,0.4696601941747573
70,8,56,100000,100000,561,572,812,813,0.5,0.5406896551724137,0.5006002400960384
70,8,57,100000,100000,572,547,797,793,0.5,0.48468708388814913,0.5072815533980582
70,8,58,100000,100000,599,589,802,803,0.5,0.5,0.5053763440860215
70,8,59,100000,100000,574,592,794,807,0.5,0.4935064935064935,0.5180288461538461
70,8,60,100000,100000,570,604,783,796,0.5,0.5281501340482574,0.5244498777506112
70,8,61,100000,100000,568,610,793,779,0.5,0.4725415070242657,0.4902439024390244
70,8,62,100000,100000,555,577,782,792,0.5,0.4939759036144578,0.49754901960784315
70,8,63,100000,100000,561,580,800,798,0.5,0.4946808510638298,0.47653429602888087
70,8,64,100000,100000,580,564,793,801,0.5,0.5086321381142098,0.4813027744270205
70,8,65,100000,100000,593,562,803,790,0.5,0.4948051948051948,0.4951807228915663
70,8,66,100000,100000,591,583,795,801,0.5,0.4847715736040609,0.5114873035066505
70,8,67,100000,100000,573,550,788,788,0.5,0.49113233287858116,0.4963592233009709
70,8,68,100000,100000,586,559,796,802,0.5,0.48936170212765956,0.4994026284348865
70,8,69,100000,100000,616,605,801,808,0.5,0.4975124378109453,0.5024038461538461
70,8,70,100000,100000,580,603,794,802,0.5,0.49355670103092786,0.5
70,8,71,100000,100000,554,552,800,797,0.5,0.48365122615803813,0.4861612515042118
70,8,72,100000,100000,556,556,821,817,0.5,0.4905913978494624,0.4827586206896552
70,8,73,100000,100000,589,563,802,787,0.5,0.48745046235138706,0.5018181818181818
70,8,74,100000,100000,585,554,783,785,0.5,0.49043715846994534,0.5197044334975369
70,8,75,100000,100000,574,556,799,804,0.5,0.4897680763983629,0.5114045618247299
70,8,76,100000,100000,627,563,782,780,0.5,0.4732620320855615,0.5136138613861386
70,8,77,100000,100000,594,585,804,790,0.5,0.49224806201550386,0.49038461538461536
70,8,78,100000,100000,595,614,789,811,0.5,0.4607013301088271,0.4771084337349398
70,8,79,100000,100000,575,538,757,758,0.5,0.5049786628733998,0.4794871794871795
70,8,80,100000,100000,596,591,787,796,0.5,0.5446071904127829,0.5226438188494492
70,8,81,100000,100000,567,589,813,806,0.5,0.5263157894736842,0.5266272189349113
70,8,82,100000,100000,564,610,808,804,0.5,0.5235531628532974,0.4880668257756563
70,8,83,100000,100000,585,571,789,786,0.5,0.4794344473007712,0.47990255785627284
70,8,84,100000,100000,552,576,799,807,0.5,0.5006675567423231,0.4946107784431138
70,8,85,100000,100000,557,554,807,816,0.5,0.4904109589041096,0.5047732696897375
70,8,86,100000,100000,567,576,790,791,0.5,0.48620236530880423,0.5245700245700246
70,8,87,100000,100000,560,567,792,796,0.5,0.4821192052980132,0.4727932285368803
70,8,88,100000,100000,578,551,803,806,0.5,0.5055401662049861,0.5017667844522968
70,8,89,100000,100000,601,578,792,789,0.5,0.4815756035578145,0.46795646916565903
70,8,90,100000,100000,562,552,793,807,0.5,0.4486486486486487,0.4891304347826087
70,8,91,100000,100000,578,571,798,791,0.5,0.49216710182767626,0.49033816425120774
70,8,92,100000,100000,557,555,786,793,0.5,0.5248618784530387,0.501219512195122
70,8,93,100000,100000,614,565,794,795,0.5,0.4790257104194858,0.4848851269649335
70,8,94,100000,100000,569,585,786,793,0.5,0.46727748691099474,0.4692400482509047
70,8,95,100000,100000,625,575,812,793,0.5,0.4980494148244473,0.4976190476190476
70,8,96,100000,100000,575,604,792,786,0.5,0.5128552097428958,0.5383663366336634
70,8,97,100000,100000,567,617,801,794,0.5,0.4694408322496749,0.4665071770334928
70,8,98,100000,100000,587,587,790,793,0.5,0.49104859335038364,0.48905109489051096
70,8,99,100000,100000,627,577,794,795,0.5,0.5072847682119205,0.4848116646415553
70,9,0,100000,100000,597,596,798,789,0.5,0.490613266583229,0.5060532687651331
70,9,1,100000,100000,571,598,792,788,0.5,0.489556135770235,0.48959608323133413
70,9,2,100000,100000,572,553,797,794,0.5,0.46596858638743455,0.4729891956782713
70,9,3,100000,100000,607,572,791,792,0.5,0.5121621621621621,0.4951338199513382
70,9,4,100000,100000,568,590,803,798,0.5,0.5133333333333333,0.4891826923076923
70,9,5,100000,100000,589,577,799,802,0.5,0.4690721649484536,0.48564593301435405
70,9,6,100000,100000,552,573,803,787,0.5,0.5331452750352609,0.4963680387409201
70,9,7,100000,100000,593,550,795,788,0.5,0.4693042291950887,0.484375
70,9,8,100000,100000,565,562,796,805,0.5,0.49663526244952894,0.5187878787878788
70,9,9,100000,100000,587,575,804,803,0.5,0.49411764705882355,0.4988009592326139
70,9,10,100000,100000,595,585,784,780,0.5,0.46977329974811083,0.5006119951040392
70,9,11,100000,100000,574,569,786,786,0.5,0.4715762273901809,0.47985347985347987
70,9,12,100000,100000,535,566,800,790,0.5,0.5244755244755245,0.5205811138014528
70,9,13,100000,100000,542,582,794,795,0.5,0.47752808988764045,0.4807228915662651
70,9,14,100000,100000,583,566,803,800,0.5,0.5067024128686327,0.49819927971188477
70,9,15,100000,100000,598,582,803,802,0.5,0.4870801033591731,0.5066505441354293
70,9,16,100000,100000,609,564,798,789,0.5,0.48129032258064514,0.5206812652068127
70,9,17,100000,100000,562,604,788,795,0.5,0.5149456521739131,0.49391727493917276
70,9,18,100000,100000,591,574,823,821,0.5,0.4935064935064935,0.5146541617819461
70,9,19,100000,100000,567,526,785,818,0.5,0.5371775417298937,0.5096385542168674
70,9,20,100000,100000,578,578,782,794,0.5,0.4749034749034749,0.4725274725274725
70,9,21,100000,100000,550,586,802,809,0.5,0.5075653370013755,0.545346062052506
70,9,22,100000,100000,537,601,794,796,0.5,0.5137085137085137,0.5109756097560976
70,9,23,100000,100000,545,556,791,795,0.5,0.5068681318681318,0.537621359223301
70,9,24,100000,100000,573,576,790,803,0.5,0.5295698924731183,0.5042219541616405
70,9,25,100000,100000,604,570,785,803,0.5,0.4497354497354497,0.4783132530120482
70,9,26,100000,100000,592,593,801,799,0.5,0.5127877237851662,0.5331724969843185
70,9,27,100000,100000,573,588,792,788,0.5,0.48081841432225064,0.4775212636695018
70,9,28,100000,100000,545,555,794,791,0.5,0.49113233287858116,0.5036585365853659
70,9,29,100000,100000,564,575,800,807,0.5,0.5126835781041389,0.4982078853046595
70,9,30,100000,100000,588,623,800,798,0.5,0.49744245524296676,0.5006016847172082
70,9,31,100000,100000,601,597,783,785,0.5,0.47368421052631576,0.4699386503067485
70,9,32,100000,100000,558,568,787,802,0.5,0.49592391304347827,0.5206812652068127
70,9,33,100000,100000,600,567,816,803,0.5,0.5209424083769634,0.5041916167664671
70,9,34,100000,100000,538,570,788,789,0.5,0.5111731843575419,0.5250917992656059
70,9,35,100000,100000,542,591,785,798,0.5,0.5382475660639777,0.4951338199513382
70,9,36,100000,100000,578,559,800,808,0.5,0.5047106325706595,0.5137724550898204
70,9,37,100000,100000,540,565,811,833,0.5,0.478494623655914,0.4697674418604651
70,9,38,100000,100000,588,600,802,789,0.5,0.5039164490861618,0.4987864077669903
70,9,39,100000,100000,579,533,816,807,0.5,0.4992887624466572,0.508235294117647
70,9,40,100000,100000,557,569,803,798,0.5,0.47277556440903057,0.48739495798319327
70,9,41,100000,100000,571,612,804,807,0.5,0.49193548387096775,0.5106382978723404
70,9,42,100000,100000,560,596,806,798,0.5,0.5142083897158322,0.5018007202881153
70,9,43,100000,100000,605,574,798,786,0.5,0.4794871794871795,0.510353227771011
70,9,44,100000,100000,585,603,807,812,0.5,0.5185659411011524,0.509478672985782
70,9,45,100000,100000,622,532,819,823,0.5,0.5697503671071953,0.5541022592152199
70,9,46,100000,100000,571,608,796,787,0.5,0.4914361001317523,0.4617253948967193
70,9,47,100000,100000,581,550,794,793,0.5,0.48247978436657685,0.47572815533980584
70,9,48,100000,100000,559,572,806,803,0.5,0.5217391304347826,0.5204326923076923
70,9,49,100000,100000,614,582,788,799,0.5,0.488,0.5176613885505481
70,9,50,100000,100000,553,559,797,794,0.5,0.5054794520547945,0.5109223300970874
70,9,51,100000,100000,592,563,815,809,0.5,0.47480106100795755,0.4803337306317044
70,9,52,100000,100000,557,586,783,793,0.5,0.500669344042838,0.49266503667481665
70,9,53,100000,100000,582,534,799,811,0.5,0.5093795093795094,0.5048076923076923
70,9,54,100000,100000,588,579,806,805,0.5,0.48378728923476005,0.4820574162679426
70,9,55,100000,100000,589,580,804,801,0.5,0.4635678391959799,0.5095923261390888
70,9,56,100000,100000,568,598,813,815,0.5,0.5226666666666666,0.5268176400476758
70,9,57,100000,100000,567,582,794,802,0.5,0.4966974900924703,0.4969843184559711
70,9,58,100000,100000,546,614,812,815,0.5,0.48707482993197276,0.4970691676436108
70,9,59,100000,100000,572,570,798,792,0.5,0.5166889185580774,0.5097087378640777
70,9,60,100000,100000,618,601,809,803,0.5,0.48451053283767037,0.4922526817640048
70,9,61,100000,100000,561,543,794,797,0.5,0.5035063113604488,0.5184275184275184
70,9,62,100000,100000,580,595,800,806,0.5,0.5124835742444153,0.5222088835534213
70,9,63,100000,100000,554,619,799,791,0.5,0.46461949265687585,0.4729241877256318
70,9,64,100000,100000,568,588,778,786,0.5,0.47551546391752575,0.5228113440197287
70,9,65,100000,100000,558,523,797,801,0.5,0.5330396475770925,0.5222623345367028
70,9,66,100000,100000,548,594,786,802,0.5,0.4920212765957447,0.49210206561360875
70,9,67,100000,100000,594,608,789,800,0.5,0.5161290322580645,0.508495145631068
70,9,68,100000,100000,558,551,786,787,0.5,0.5322128851540616,0.5184275184275184
70,9,69,100000,100000,613,542,800,796,0.5,0.5166204986149584,0.5284848484848484
70,9,70,100000,100000,595,627,801,800,0.5,0.5289672544080605,0.4879518072289157
70,9,71,100000,100000,571,544,791,784,0.5,0.504054054054054,0.4926289926289926
70,9,72,100000,100000,570,579,788,797,0.5,0.4806201550387597,0.5066991473812423
70,9,73,100000,100000,588,577,794,805,0.5,0.5019815059445178,0.49338146811071
70,9,74,100000,100000,590,572,801,794,0.5,0.5098814229249012,0.4981949458483754
70,9,75,100000,100000,587,567,790,785,0.5,0.5006605019815059,0.5006180469715699
70,9,76,100000,100000,598,580,799,803,0.5,0.4986910994764398,0.4975903614457831
70,9,77,100000,100000,560,569,805,800,0.5,0.48673740053050396,0.4837935174069628
70,9,78,100000,100000,577,581,793,797,0.5,0.4835742444152431,0.5266343825665859
70,9,79,100000,100000,570,575,784,790,0.5,0.4784876140808344,0.5172413793103449
70,9,80,100000,100000,615,589,798,782,0.5,0.45828144458281445,0.5012165450121655
70,9,81,100000,100000,583,578,795,800,0.5,0.528,0.5254854368932039
70,9,82,100000,100000,568,605,816,802,0.5,0.5263157894736842,0.5132530120481927
70,9,83,100000,100000,593,571,801,820,0.5,0.485006518904824,0.5184743742550656
70,9,84,100000,100000,576,597,787,791,0.5,0.4829842931937173,0.47863247863247865
70,9,85,100000,100000,545,595,793,798,0.5,0.5193905817174516,0.5024330900243309
70,9,86,100000,100000,596,588,785,791,0.5,0.4846938775510204,0.5048899755501223
70,9,87,100000,100000,567,589,768,772,0.5,0.5019556714471969,0.48743718592964824
70,9,88,100000,100000,549,589,835,823,0.5,0.4746666666666667,0.5011627906976744
70,9,89,100000,100000,554,585,798,790,0.5,0.49064171122994654,0.48905109489051096
70,9,90,100000,100000,609,570,790,785,0.5,0.5355191256830601,0.5264452644526445
70,9,91,100000,100000,592,566,808,800,0.5,0.5305039787798409,0.5244922341696535
70,9,92,100000,100000,571,564,807,799,0.5,0.5274725274725275,0.5155502392344498
70,9,93,100000,100000,583,556,789,787,0.5,0.5048143053645117,0.4687116564417178
70,9,94,100000,100000,576,596,793,801,0.5,0.4948849104859335,0.5108173076923077
70,9,95,100000,100000,554,563,817,804,0.5,0.5324137931034483,0.48513674197384066
70,9,96,100000,100000,592,557,795,803,0.5,0.5241286863270778,0.4951807228915663
70,9,97,100000,100000,597,567,807,796,0.5,0.5215633423180593,0.49160671462829736
70,9,98,100000,100000,583,552,793,793,0.5,0.4715984147952444,0.5012165450121655
70,9,99,100000,100000,575,567,818,801,0.5,0.4885290148448043,0.5126353790613718
70,10,0,100000,100000,532,574,785,787,0.5,0.5064748201438849,0.5128834355828221
70,10,1,100000,100000,555,609,786,799,0.5,0.475,0.49575757575757573
70,10,2,100000,100000,585,594,801,802,0.5,0.5,0.47368421052631576
70,10,3,100000,100000,638,595,802,804,0.5,0.5139240506329114,0.5271411338962606
70,10,4,100000,100000,551,630,806,809,0.5,0.4918918918918919,0.5209080047789725
70,10,5,100000,100000,609,586,800,791,0.5,0.4924812030075188,0.517490952955368
70,10,6,100000,100000,588,537,813,816,0.5,0.5086206896551724,0.5279429250891795
70,10,7,100000,100000,530,600,794,805,0.5,0.4643835616438356,0.4661016949152542
70,10,8,100000,100000,565,537,815,820,0.5,0.5042613636363636,0.5152224824355972
70,10,9,100000,100000,574,597,803,792,0.5,0.48488830486202367,0.48984468339307047
70,10,10,100000,100000,517,567,785,787,0.5,0.5021897810218978,0.5048899755501223
70,10,11,100000,100000,600,557,784,787,0.5,0.48243243243243245,0.49570552147239266
70,10,12,100000,100000,565,540,795,798,0.5,0.5128939828080229,0.5170316301703163
70,10,13,100000,100000,559,580,800,802,0.5,0.510958904109589,0.48502994011976047
70,10,14,100000,100000,576,547,796,793,0.5,0.5221112696148359,0.5030084235860409
70,10,15,100000,100000,584,563,799,807,0.5,0.5110192837465565,0.5120481927710844
70,10,16,100000,100000,577,564,802,803,0.5,0.5088676671214188,0.48984468339307047
70,10,17,100000,100000,587,603,798,790,0.5,0.5097529258777633,0.48851269649334944
70,10,18,100000,100000,584,584,805,799,0.5,0.5110821382007823,0.5481927710843374
70,10,19,100000,100000,586,598,802,807,0.5,0.4619289340101523,0.499404052443385
70,10,20,100000,100000,608,586,800,799,0.5,0.47924528301886793,0.4813027744270205
70,10,21,100000,100000,583,562,798,785,0.5,0.4934210526315789,0.49333333333333335
70,10,22,100000,100000,569,591,796,805,0.5,0.5092592592592593,0.5066026410564226
70,10,23,100000,100000,579,571,782,803,0.5,0.5027173913043478,0.4817073170731707
70,10,24,100000,100000,610,593,800,811,0.5,0.5177398160315374,0.5173237753882916
70,10,25,100000,100000,552,598,789,785,0.5,0.4894179894179894,0.5006090133982948
70,10,26,100000,100000,627,602,791,785,0.5,0.4896214896214896,0.5048780487804878
70,10,27,100000,100000,570,530,791,796,0.5,0.515625,0.4848851269649335
70,10,28,100000,100000,618,564,783,781,0.5,0.4866666666666667,0.49447852760736194
70,10,29,100000,100000,590,566,805,803,0.5,0.46770025839793283,0.49820359281437127
70,10,30,100000,100000,590,574,788,809,0.5,0.5006587615283268,0.47836538461538464
70,10,31,100000,100000,593,573,797,815,0.5,0.488031914893617,0.5065554231227652
70,10,32,100000,100000,596,592,822,806,0.5,0.5051282051282051,0.5260663507109005
70,10,33,100000,100000,593,557,815,806,0.5,0.48326639892904955,0.5124555160142349
70,10,34,100000,100000,580,588,795,798,0.5,0.4697554697554698,0.5077844311377245
70,10,35,100000,100000,595,564,789,796,0.5,0.48921832884097033,0.4777911164465786
70,10,36,100000,100000,566,593,809,802,0.5,0.47643979057591623,0.48510131108462456
70,10,37,100000,100000,581,568,808,804,0.5,0.5,0.4928571428571429
70,10,38,100000,100000,577,583,811,804,0.5,0.5328767123287671,0.5218446601941747
70,10,39,100000,100000,576,582,792,794,0.5,0.49222797927461137,0.4969843184559711
70,10,40,100000,100000,606,570,790,785,0.5,0.5106666666666667,0.4969249692496925
70,10,41,100000,100000,600,583,798,807,0.5,0.48129032258064514,0.4946107784431138
70,10,42,100000,100000,565,550,798,797,0.5,0.5,0.4927710843373494
70,10,43,100000,100000,581,581,787,802,0.5,0.46886912325285895,0.46634615384615385
70,10,44,100000,100000,568,577,809,802,0.5,0.49670619235836627,0.522673031026253
70,10,45,100000,100000,539,568,798,794,0.5,0.48204419889502764,0.5145985401459854
70,10,46,100000,100000,572,586,790,785,0.5,0.5,0.47368421052631576
70,10,47,100000,100000,632,582,796,787,0.5,0.46962025316455697,0.4903614457831325
70,10,48,100000,100000,548,613,780,792,0.5,0.4833110814419226,0.49693251533742333
70,10,49,100000,100000,577,593,816,813,0.5,0.5117493472584856,0.49940968122786306
70,10,50,100000,100000,560,555,816,814,0.5,0.5151098901098901,0.5011990407673861
70,10,51,100000,100000,594,599,781,785,0.5,0.49745547073791346,0.49079754601226994
70,10,52,100000,100000,598,589,815,803,0.5,0.4844961240310077,0.5132530120481927
70,10,53,100000,100000,565,610,797,796,0.5,0.4910025706940874,0.4837935174069628
70,10,54,100000,100000,603,544,784,787,0.5,0.5231416549789621,0.48711656441717793
70,10,55,100000,100000,544,600,809,813,0.5,0.5007012622720898,0.5011792452830188
70,10,56,100000,100000,543,567,791,794,0.5,0.5095890410958904,0.5091130012150669
70,10,57,100000,100000,616,600,803,815,0.5,0.5239948119325551,0.5151148730350665
70,10,58,100000,100000,602,581,803,807,0.5,0.5103896103896104,0.5054021608643458
70,10,59,100000,100000,602,587,806,802,0.5,0.5140664961636828,0.48564593301435405
70,10,60,100000,100000,592,562,799,808,0.5,0.5305291723202171,0.5114045618247299
70,10,61,100000,100000,556,576,791,788,0.5,0.4986301369863014,0.5170731707317073
70,10,62,100000,100000,544,572,780,790,0.5,0.4797843665768194,0.4920440636474908
70,10,63,100000,100000,547,620,797,790,0.5,0.49247606019151846,0.47705314009661837
70,10,64,100000,100000,576,560,783,790,0.5,0.5149456521739131,0.5160493827160494
70,10,65,100000,100000,538,565,795,787,0.5,0.497907949790795,0.4939467312348668
70,10,66,100000,100000,569,592,779,787,0.5,0.5033288948069241,0.4920440636474908
70,10,67,100000,100000,575,568,800,797,0.5,0.5402455661664393,0.5139393939393939
70,10,68,100000,100000,606,574,811,810,0.5,0.5106666666666667,0.4934445768772348
70,10,69,100000,100000,598,599,801,788,0.5,0.4689054726368159,0.4873035066505441
70,10,70,100000,100000,592,574,808,801,0.5,0.5353805073431241,0.515625
70,10,71,100000,100000,556,582,797,797,0.5,0.5286885245901639,0.5229468599033816
70,10,72,100000,100000,562,560,795,801,0.5,0.4966532797858099,0.49879227053140096
70,10,73,100000,100000,597,601,810,809,0.5,0.5,0.49523809523809526
70,10,74,100000,100000,573,592,800,794,0.5,0.5134770889487871,0.5084337349397591
70,10,75,100000,100000,565,610,801,803,0.5,0.5200534759358288,0.5235223160434258
70,10,76,100000,100000,563,586,793,804,0.5,0.4695201037613489,0.4753309265944645
70,10,77,100000,100000,580,594,796,796,0.5,0.5216819973718791,0.4963680387409201
70,10,78,100000,100000,597,611,794,797,0.5,0.4808877928483354,0.48
70,10,79,100000,100000,584,593,806,804,0.5,0.5201560468140443,0.49761336515513127
