parameter_k,pair_id,permute_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
70,3,12,42,100000,100000,549,607,787,790,0.5,0.5095108695652174,0.49326805385556916
70,3,13,42,100000,100000,571,600,787,790,0.5,0.5052219321148825,0.49326805385556916
70,3,14,42,100000,100000,578,606,787,790,0.5,0.5038759689922481,0.49326805385556916
70,3,15,42,100000,100000,573,603,787,790,0.5,0.5045513654096229,0.49326805385556916
70,3,16,42,100000,100000,539,559,787,790,0.5,0.511049723756906,0.49326805385556916
70,3,17,42,100000,100000,628,587,787,790,0.5,0.5038759689922481,0.49326805385556916
70,3,18,42,100000,100000,607,612,787,790,0.5,0.5049382716049383,0.49326805385556916
70,3,19,42,100000,100000,564,579,787,790,0.5,0.5065963060686016,0.49326805385556916
70,3,20,42,100000,100000,593,570,787,790,0.5,0.5080428954423593,0.49326805385556916
70,3,21,42,100000,100000,585,559,787,790,0.5,0.5096153846153846,0.49326805385556916
70,3,22,42,100000,100000,578,561,787,790,0.5,0.5081743869209809,0.49326805385556916
70,3,23,42,100000,100000,594,618,787,790,0.5,0.5062972292191436,0.49326805385556916
70,3,24,42,100000,100000,571,573,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,25,42,100000,100000,557,582,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,26,42,100000,100000,598,590,787,790,0.5,0.5051413881748072,0.49326805385556916
70,3,27,42,100000,100000,577,549,787,790,0.5,0.518361581920904,0.49326805385556916
70,3,28,42,100000,100000,547,572,787,790,0.5,0.508843537414966,0.49326805385556916
70,3,29,42,100000,100000,568,573,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,30,42,100000,100000,587,598,787,790,0.5,0.5050890585241731,0.49326805385556916
70,3,31,42,100000,100000,571,564,787,790,0.5,0.5095108695652174,0.49326805385556916
70,3,32,42,100000,100000,607,601,787,790,0.5,0.5050505050505051,0.49326805385556916
70,3,33,42,100000,100000,590,586,787,790,0.5,0.5045395590142672,0.49326805385556916
70,3,34,42,100000,100000,560,581,787,790,0.5,0.5053050397877984,0.49326805385556916
70,3,35,42,100000,100000,578,606,787,790,0.5,0.5038759689922481,0.49326805385556916
70,3,36,42,100000,100000,550,561,787,790,0.5,0.5081743869209809,0.49326805385556916
70,3,37,42,100000,100000,604,585,787,790,0.5,0.5045395590142672,0.49326805385556916
70,3,38,42,100000,100000,569,569,787,790,0.5,0.5073825503355704,0.49326805385556916
70,3,39,42,100000,100000,556,591,787,790,0.5,0.5080428954423593,0.49326805385556916
70,3,40,42,100000,100000,570,608,787,790,0.5,0.5052219321148825,0.49326805385556916
70,3,41,42,100000,100000,597,591,787,790,0.5,0.5057766367137355,0.49326805385556916
70,3,42,42,100000,100000,606,587,787,790,0.5,0.5038759689922481,0.49326805385556916
70,3,43,42,100000,100000,577,560,787,790,0.5,0.5088919288645691,0.49326805385556916
70,3,44,42,100000,100000,565,597,787,790,0.5,0.5065963060686016,0.49326805385556916
70,3,45,42,100000,100000,582,580,787,790,0.5,0.505249343832021,0.49326805385556916
70,3,46,42,100000,100000,571,587,787,790,0.5,0.5052219321148825,0.49326805385556916
70,3,47,42,100000,100000,566,624,787,790,0.5,0.5065963060686016,0.49326805385556916
70,3,48,42,100000,100000,577,577,787,790,0.5,0.5066137566137566,0.49326805385556916
70,3,49,42,100000,100000,548,565,787,790,0.5,0.5095108695652174,0.49326805385556916
70,3,50,42,100000,100000,563,553,787,790,0.5,0.5139275766016713,0.49326805385556916
70,3,51,42,100000,100000,575,558,787,790,0.5,0.5096153846153846,0.49326805385556916
70,3,52,42,100000,100000,622,597,787,790,0.5,0.5050890585241731,0.49326805385556916
70,3,53,42,100000,100000,566,548,787,790,0.5,0.518361581920904,0.49326805385556916
70,3,54,42,100000,100000,576,538,787,790,0.5,0.5231884057971015,0.49326805385556916
70,3,55,42,100000,100000,610,609,787,790,0.5,0.5043370508054523,0.49326805385556916
70,3,56,42,100000,100000,604,568,787,790,0.5,0.5080862533692723,0.49326805385556916
70,3,57,42,100000,100000,585,564,787,790,0.5,0.5095108695652174,0.49326805385556916
70,3,58,42,100000,100000,597,609,787,790,0.5,0.5050125313283208,0.49326805385556916
70,3,59,42,100000,100000,656,596,787,790,0.5,0.5050890585241731,0.49326805385556916
70,3,60,42,100000,100000,599,609,787,790,0.5,0.505,0.49326805385556916
70,3,61,42,100000,100000,542,609,787,790,0.5,0.5096153846153846,0.49326805385556916
70,3,62,42,100000,100000,569,558,787,790,0.5,0.5096153846153846,0.49326805385556916
70,3,63,42,100000,100000,576,578,787,790,0.5,0.5065963060686016,0.49326805385556916
70,3,64,42,100000,100000,577,552,787,790,0.5,0.5139275766016713,0.49326805385556916
70,3,65,42,100000,100000,611,625,787,790,0.5,0.504914004914005,0.49326805385556916
70,3,66,42,100000,100000,554,568,787,790,0.5,0.5080862533692723,0.49326805385556916
70,3,67,42,100000,100000,583,616,787,790,0.5,0.5051150895140665,0.49326805385556916
70,3,68,42,100000,100000,595,597,787,790,0.5,0.5050890585241731,0.49326805385556916
70,3,69,42,100000,100000,582,620,787,790,0.5,0.5057766367137355,0.49326805385556916
70,3,70,42,100000,100000,592,558,787,790,0.5,0.5096153846153846,0.49326805385556916
70,3,71,42,100000,100000,558,582,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,72,42,100000,100000,612,561,787,790,0.5,0.5081743869209809,0.49326805385556916
70,3,73,42,100000,100000,563,590,787,790,0.5,0.5066137566137566,0.49326805385556916
70,3,74,42,100000,100000,555,555,787,790,0.5,0.5139275766016713,0.49326805385556916
70,3,75,42,100000,100000,552,571,787,790,0.5,0.5080862533692723,0.49326805385556916
70,3,76,42,100000,100000,557,580,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,77,42,100000,100000,579,586,787,790,0.5,0.5045395590142672,0.49326805385556916
70,3,78,42,100000,100000,594,603,787,790,0.5,0.5062972292191436,0.49326805385556916
70,3,79,42,100000,100000,589,571,787,790,0.5,0.5080428954423593,0.49326805385556916
70,3,80,42,100000,100000,584,601,787,790,0.5,0.5051150895140665,0.49326805385556916
70,3,81,42,100000,100000,581,583,787,790,0.5,0.5052219321148825,0.49326805385556916
70,3,82,42,100000,100000,603,620,787,790,0.5,0.5056179775280899,0.49326805385556916
70,3,83,42,100000,100000,612,580,787,790,0.5,0.505249343832021,0.49326805385556916
70,3,84,42,100000,100000,560,580,787,790,0.5,0.5053050397877984,0.49326805385556916
70,3,85,42,100000,100000,577,567,787,790,0.5,0.5080862533692723,0.49326805385556916
70,3,86,42,100000,100000,566,574,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,87,42,100000,100000,549,544,787,790,0.5,0.52,0.49326805385556916
70,3,88,42,100000,100000,588,584,787,790,0.5,0.5045513654096229,0.49326805385556916
70,3,89,42,100000,100000,559,586,787,790,0.5,0.5066666666666667,0.49326805385556916
70,3,90,42,100000,100000,568,557,787,790,0.5,0.511049723756906,0.49326805385556916
70,3,91,42,100000,100000,592,607,787,790,0.5,0.5056746532156369,0.49326805385556916
70,3,92,42,100000,100000,568,578,787,790,0.5,0.5065963060686016,0.49326805385556916
70,3,93,42,100000,100000,588,589,787,790,0.5,0.5045045045045045,0.49326805385556916
70,3,94,42,100000,100000,606,555,787,790,0.5,0.5139275766016713,0.49326805385556916
70,3,95,42,100000,100000,568,538,787,790,0.5,0.5231884057971015,0.49326805385556916
70,3,96,42,100000,100000,568,585,787,790,0.5,0.505249343832021,0.49326805385556916
70,3,97,42,100000,100000,595,572,787,790,0.5,0.5080428954423593,0.49326805385556916
70,3,98,42,100000,100000,574,575,787,790,0.5,0.5053050397877984,0.49326805385556916
70,3,99,42,100000,100000,525,590,787,790,0.5,0.5184659090909091,0.49326805385556916
70,4,0,42,100000,100000,574,539,783,782,0.5,0.4897400820793434,0.5024630541871922
70,4,1,42,100000,100000,534,557,783,782,0.5,0.4908321579689704,0.5024630541871922
70,4,2,42,100000,100000,608,581,783,782,0.5,0.4911616161616162,0.5024630541871922
70,4,3,42,100000,100000,588,544,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,4,42,100000,100000,572,577,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,5,42,100000,100000,567,566,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,6,42,100000,100000,566,591,783,782,0.5,0.48673740053050396,0.5024630541871922
70,4,7,42,100000,100000,573,583,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,8,42,100000,100000,578,526,783,782,0.5,0.4908579465541491,0.5024630541871922
70,4,9,42,100000,100000,583,578,783,782,0.5,0.4851228978007762,0.5024630541871922
70,4,10,42,100000,100000,570,578,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,11,42,100000,100000,558,547,783,782,0.5,0.49122807017543857,0.5024630541871922
70,4,12,42,100000,100000,630,608,783,782,0.5,0.4921212121212121,0.5024630541871922
70,4,13,42,100000,100000,573,571,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,14,42,100000,100000,598,544,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,15,42,100000,100000,569,606,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,16,42,100000,100000,573,571,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,17,42,100000,100000,568,575,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,18,42,100000,100000,565,583,783,782,0.5,0.4867021276595745,0.5024630541871922
70,4,19,42,100000,100000,553,575,783,782,0.5,0.4904632152588556,0.5024630541871922
70,4,20,42,100000,100000,565,595,783,782,0.5,0.4867021276595745,0.5024630541871922
70,4,21,42,100000,100000,552,553,783,782,0.5,0.49043715846994534,0.5024630541871922
70,4,22,42,100000,100000,574,552,783,782,0.5,0.4899328859060403,0.5024630541871922
70,4,23,42,100000,100000,563,558,783,782,0.5,0.4899328859060403,0.5024630541871922
70,4,24,42,100000,100000,598,564,783,782,0.5,0.48634590377113135,0.5024630541871922
70,4,25,42,100000,100000,572,561,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,26,42,100000,100000,572,597,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,27,42,100000,100000,612,620,783,782,0.5,0.4901234567901235,0.5024630541871922
70,4,28,42,100000,100000,600,618,783,782,0.5,0.4911616161616162,0.5024630541871922
70,4,29,42,100000,100000,594,602,783,782,0.5,0.48854961832061067,0.5024630541871922
70,4,30,42,100000,100000,602,562,783,782,0.5,0.4856770833333333,0.5024630541871922
70,4,31,42,100000,100000,596,583,783,782,0.5,0.48984771573604063,0.5024630541871922
70,4,32,42,100000,100000,558,590,783,782,0.5,0.49122807017543857,0.5024630541871922
70,4,33,42,100000,100000,618,556,783,782,0.5,0.48673740053050396,0.5024630541871922
70,4,34,42,100000,100000,561,553,783,782,0.5,0.4899328859060403,0.5024630541871922
70,4,35,42,100000,100000,567,590,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,36,42,100000,100000,581,621,783,782,0.5,0.48634590377113135,0.5024630541871922
70,4,37,42,100000,100000,568,576,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,38,42,100000,100000,599,597,783,782,0.5,0.4911392405063291,0.5024630541871922
70,4,39,42,100000,100000,580,570,783,782,0.5,0.48634590377113135,0.5024630541871922
70,4,40,42,100000,100000,598,609,783,782,0.5,0.4911392405063291,0.5024630541871922
70,4,41,42,100000,100000,601,575,783,782,0.5,0.4878980891719745,0.5024630541871922
70,4,42,42,100000,100000,539,592,783,782,0.5,0.49022346368715086,0.5024630541871922
70,4,43,42,100000,100000,604,595,783,782,0.5,0.490613266583229,0.5024630541871922
70,4,44,42,100000,100000,546,559,783,782,0.5,0.48830811554332876,0.5024630541871922
70,4,45,42,100000,100000,584,578,783,782,0.5,0.48578811369509045,0.5024630541871922
70,4,46,42,100000,100000,623,568,783,782,0.5,0.48711340206185566,0.5024630541871922
70,4,47,42,100000,100000,550,575,783,782,0.5,0.4897400820793434,0.5024630541871922
70,4,48,42,100000,100000,574,614,783,782,0.5,0.4836173001310616,0.5024630541871922
70,4,49,42,100000,100000,560,587,783,782,0.5,0.4899328859060403,0.5024630541871922
70,4,50,42,100000,100000,577,608,783,782,0.5,0.48433420365535246,0.5024630541871922
70,4,51,42,100000,100000,556,581,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,52,42,100000,100000,542,618,783,782,0.5,0.49027777777777776,0.5024630541871922
70,4,53,42,100000,100000,576,554,783,782,0.5,0.4867021276595745,0.5024630541871922
70,4,54,42,100000,100000,556,586,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,55,42,100000,100000,574,559,783,782,0.5,0.4836173001310616,0.5024630541871922
70,4,56,42,100000,100000,573,572,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,57,42,100000,100000,530,571,783,782,0.5,0.48933143669985774,0.5024630541871922
70,4,58,42,100000,100000,589,556,783,782,0.5,0.48673740053050396,0.5024630541871922
70,4,59,42,100000,100000,583,610,783,782,0.5,0.4851228978007762,0.5024630541871922
70,4,60,42,100000,100000,583,585,783,782,0.5,0.4851228978007762,0.5024630541871922
70,4,61,42,100000,100000,557,574,783,782,0.5,0.4905405405405405,0.5024630541871922
70,4,62,42,100000,100000,605,543,783,782,0.5,0.49115646258503404,0.5024630541871922
70,4,63,42,100000,100000,580,597,783,782,0.5,0.48634590377113135,0.5024630541871922
70,4,64,42,100000,100000,572,549,783,782,0.5,0.49122807017543857,0.5024630541871922
70,4,65,42,100000,100000,581,603,783,782,0.5,0.48634590377113135,0.5024630541871922
70,4,66,42,100000,100000,568,576,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,67,42,100000,100000,572,569,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,68,42,100000,100000,560,557,783,782,0.5,0.4899328859060403,0.5024630541871922
70,4,69,42,100000,100000,559,594,783,782,0.5,0.49122807017543857,0.5024630541871922
70,4,70,42,100000,100000,625,564,783,782,0.5,0.48634590377113135,0.5024630541871922
70,4,71,42,100000,100000,618,557,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,72,42,100000,100000,591,557,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,73,42,100000,100000,584,545,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,74,42,100000,100000,556,572,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,75,42,100000,100000,567,595,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,76,42,100000,100000,605,561,783,782,0.5,0.485006518904824,0.5024630541871922
70,4,77,42,100000,100000,565,565,783,782,0.5,0.4867021276595745,0.5024630541871922
70,4,78,42,100000,100000,572,582,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,79,42,100000,100000,578,544,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,80,42,100000,100000,583,582,783,782,0.5,0.4851228978007762,0.5024630541871922
70,4,81,42,100000,100000,560,542,783,782,0.5,0.49115646258503404,0.5024630541871922
70,4,82,42,100000,100000,629,568,783,782,0.5,0.48711340206185566,0.5024630541871922
70,4,83,42,100000,100000,589,590,783,782,0.5,0.48655569782330343,0.5024630541871922
70,4,84,42,100000,100000,578,611,783,782,0.5,0.485006518904824,0.5024630541871922
70,4,85,42,100000,100000,584,595,783,782,0.5,0.48578811369509045,0.5024630541871922
70,4,86,42,100000,100000,586,592,783,782,0.5,0.48711340206185566,0.5024630541871922
70,4,87,42,100000,100000,559,578,783,782,0.5,0.49122807017543857,0.5024630541871922
70,4,88,42,100000,100000,607,555,783,782,0.5,0.48673740053050396,0.5024630541871922
70,4,89,42,100000,100000,570,588,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,90,42,100000,100000,574,562,783,782,0.5,0.4836173001310616,0.5024630541871922
70,4,91,42,100000,100000,584,607,783,782,0.5,0.48578811369509045,0.5024630541871922
70,4,92,42,100000,100000,553,590,783,782,0.5,0.4904632152588556,0.5024630541871922
70,4,93,42,100000,100000,547,567,783,782,0.5,0.489010989010989,0.5024630541871922
70,4,94,42,100000,100000,594,565,783,782,0.5,0.4851228978007762,0.5024630541871922
70,4,95,42,100000,100000,556,621,783,782,0.5,0.49118046132971505,0.5024630541871922
70,4,96,42,100000,100000,616,587,783,782,0.5,0.490613266583229,0.5024630541871922
70,4,97,42,100000,100000,587,573,783,782,0.5,0.4865211810012837,0.5024630541871922
70,4,98,42,100000,100000,573,582,783,782,0.5,0.48677248677248675,0.5024630541871922
70,4,99,42,100000,100000,597,586,783,782,0.5,0.49049429657794674,0.5024630541871922
70,5,0,42,100000,100000,565,594,819,807,0.5,0.5259562841530054,0.5100354191263282
70,5,1,42,100000,100000,580,587,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,2,42,100000,100000,576,604,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,3,42,100000,100000,612,578,819,807,0.5,0.524869109947644,0.5100354191263282
70,5,4,42,100000,100000,580,591,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,5,42,100000,100000,555,580,819,807,0.5,0.5236111111111111,0.5100354191263282
70,5,6,42,100000,100000,617,580,819,807,0.5,0.522077922077922,0.5100354191263282
70,5,7,42,100000,100000,550,608,819,807,0.5,0.5224089635854342,0.5100354191263282
70,5,8,42,100000,100000,586,554,819,807,0.5,0.5272479564032697,0.5100354191263282
70,5,9,42,100000,100000,567,560,819,807,0.5,0.5272479564032697,0.5100354191263282
70,5,10,42,100000,100000,568,568,819,807,0.5,0.527891156462585,0.5100354191263282
70,5,11,42,100000,100000,573,585,819,807,0.5,0.5276653171390013,0.5100354191263282
70,5,12,42,100000,100000,574,581,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,13,42,100000,100000,601,560,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,14,42,100000,100000,549,572,819,807,0.5,0.5224719101123596,0.5100354191263282
70,5,15,42,100000,100000,583,576,819,807,0.5,0.523117569352708,0.5100354191263282
70,5,16,42,100000,100000,577,562,819,807,0.5,0.5275167785234899,0.5100354191263282
70,5,17,42,100000,100000,566,551,819,807,0.5,0.5253077975376197,0.5100354191263282
70,5,18,42,100000,100000,555,604,819,807,0.5,0.5236111111111111,0.5100354191263282
70,5,19,42,100000,100000,575,568,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,20,42,100000,100000,594,580,819,807,0.5,0.522077922077922,0.5100354191263282
70,5,21,42,100000,100000,583,595,819,807,0.5,0.523117569352708,0.5100354191263282
70,5,22,42,100000,100000,545,542,819,807,0.5,0.5233380480905233,0.5100354191263282
70,5,23,42,100000,100000,590,604,819,807,0.5,0.524869109947644,0.5100354191263282
70,5,24,42,100000,100000,600,602,819,807,0.5,0.5230179028132992,0.5100354191263282
70,5,25,42,100000,100000,586,576,819,807,0.5,0.5236220472440944,0.5100354191263282
70,5,26,42,100000,100000,573,567,819,807,0.5,0.5276653171390013,0.5100354191263282
70,5,27,42,100000,100000,571,549,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,28,42,100000,100000,608,587,819,807,0.5,0.5231362467866324,0.5100354191263282
70,5,29,42,100000,100000,627,588,819,807,0.5,0.5231362467866324,0.5100354191263282
70,5,30,42,100000,100000,552,560,819,807,0.5,0.5223463687150838,0.5100354191263282
70,5,31,42,100000,100000,537,569,819,807,0.5,0.5186246418338109,0.5100354191263282
70,5,32,42,100000,100000,509,587,819,807,0.5,0.5113464447806354,0.5100354191263282
70,5,33,42,100000,100000,551,584,819,807,0.5,0.5224089635854342,0.5100354191263282
70,5,34,42,100000,100000,566,646,819,807,0.5,0.5266030013642565,0.5100354191263282
70,5,35,42,100000,100000,583,593,819,807,0.5,0.523117569352708,0.5100354191263282
70,5,36,42,100000,100000,566,607,819,807,0.5,0.5266030013642565,0.5100354191263282
70,5,37,42,100000,100000,611,561,819,807,0.5,0.5275167785234899,0.5100354191263282
70,5,38,42,100000,100000,566,560,819,807,0.5,0.5266030013642565,0.5100354191263282
70,5,39,42,100000,100000,568,533,819,807,0.5,0.5233380480905233,0.5100354191263282
70,5,40,42,100000,100000,565,590,819,807,0.5,0.5259562841530054,0.5100354191263282
70,5,41,42,100000,100000,579,590,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,42,42,100000,100000,607,601,819,807,0.5,0.5233291298865069,0.5100354191263282
70,5,43,42,100000,100000,619,559,819,807,0.5,0.5276653171390013,0.5100354191263282
70,5,44,42,100000,100000,567,578,819,807,0.5,0.5272479564032697,0.5100354191263282
70,5,45,42,100000,100000,609,607,819,807,0.5,0.5226130653266332,0.5100354191263282
70,5,46,42,100000,100000,554,557,819,807,0.5,0.5229485396383866,0.5100354191263282
70,5,47,42,100000,100000,600,587,819,807,0.5,0.5231362467866324,0.5100354191263282
70,5,48,42,100000,100000,576,576,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,49,42,100000,100000,593,563,819,807,0.5,0.5281501340482574,0.5100354191263282
70,5,50,42,100000,100000,576,621,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,51,42,100000,100000,598,580,819,807,0.5,0.522077922077922,0.5100354191263282
70,5,52,42,100000,100000,571,586,819,807,0.5,0.5277401894451962,0.5100354191263282
70,5,53,42,100000,100000,573,582,819,807,0.5,0.5276653171390013,0.5100354191263282
70,5,54,42,100000,100000,562,580,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,55,42,100000,100000,574,603,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,56,42,100000,100000,595,572,819,807,0.5,0.523117569352708,0.5100354191263282
70,5,57,42,100000,100000,575,565,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,58,42,100000,100000,561,601,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,59,42,100000,100000,548,571,819,807,0.5,0.5224719101123596,0.5100354191263282
70,5,60,42,100000,100000,589,609,819,807,0.5,0.524869109947644,0.5100354191263282
70,5,61,42,100000,100000,572,572,819,807,0.5,0.5277401894451962,0.5100354191263282
70,5,62,42,100000,100000,607,560,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,63,42,100000,100000,564,586,819,807,0.5,0.5253077975376197,0.5100354191263282
70,5,64,42,100000,100000,554,599,819,807,0.5,0.5229485396383866,0.5100354191263282
70,5,65,42,100000,100000,588,590,819,807,0.5,0.524869109947644,0.5100354191263282
70,5,66,42,100000,100000,616,585,819,807,0.5,0.5231958762886598,0.5100354191263282
70,5,67,42,100000,100000,551,537,819,807,0.5,0.5224089635854342,0.5100354191263282
70,5,68,42,100000,100000,586,557,819,807,0.5,0.5278154681139756,0.5100354191263282
70,5,69,42,100000,100000,576,575,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,70,42,100000,100000,617,587,819,807,0.5,0.5231362467866324,0.5100354191263282
70,5,71,42,100000,100000,596,567,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,72,42,100000,100000,563,560,819,807,0.5,0.5246575342465754,0.5100354191263282
70,5,73,42,100000,100000,594,566,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,74,42,100000,100000,618,612,819,807,0.5,0.5210396039603961,0.5100354191263282
70,5,75,42,100000,100000,563,547,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,76,42,100000,100000,606,580,819,807,0.5,0.522077922077922,0.5100354191263282
70,5,77,42,100000,100000,602,575,819,807,0.5,0.5236220472440944,0.5100354191263282
70,5,78,42,100000,100000,568,554,819,807,0.5,0.5272479564032697,0.5100354191263282
70,5,79,42,100000,100000,608,584,819,807,0.5,0.5239327296248383,0.5100354191263282
70,5,80,42,100000,100000,587,564,819,807,0.5,0.5281501340482574,0.5100354191263282
70,5,81,42,100000,100000,579,566,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,82,42,100000,100000,555,597,819,807,0.5,0.5236111111111111,0.5100354191263282
70,5,83,42,100000,100000,560,591,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,84,42,100000,100000,537,614,819,807,0.5,0.5186246418338109,0.5100354191263282
70,5,85,42,100000,100000,557,566,819,807,0.5,0.5249307479224377,0.5100354191263282
70,5,86,42,100000,100000,543,578,819,807,0.5,0.5227272727272727,0.5100354191263282
70,5,87,42,100000,100000,582,547,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,88,42,100000,100000,581,605,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,89,42,100000,100000,600,585,819,807,0.5,0.5231958762886598,0.5100354191263282
70,5,90,42,100000,100000,573,595,819,807,0.5,0.5276653171390013,0.5100354191263282
70,5,91,42,100000,100000,618,605,819,807,0.5,0.5225563909774437,0.5100354191263282
70,5,92,42,100000,100000,586,553,819,807,0.5,0.5266030013642565,0.5100354191263282
70,5,93,42,100000,100000,603,577,819,807,0.5,0.524869109947644,0.5100354191263282
70,5,94,42,100000,100000,631,604,819,807,0.5,0.5226130653266332,0.5100354191263282
70,5,95,42,100000,100000,595,624,819,807,0.5,0.5239327296248383,0.5100354191263282
70,5,96,42,100000,100000,562,583,819,807,0.5,0.526896551724138,0.5100354191263282
70,5,97,42,100000,100000,574,562,819,807,0.5,0.5283018867924528,0.5100354191263282
70,5,98,42,100000,100000,594,571,819,807,0.5,0.523117569352708,0.5100354191263282
70,5,99,42,100000,100000,582,576,819,807,0.5,0.527369826435247,0.5100354191263282
70,6,0,42,100000,100000,592,567,795,799,0.5,0.5019973368841545,0.4812121212121212
70,6,1,42,100000,100000,595,568,795,799,0.5,0.5026595744680851,0.4812121212121212
70,6,2,42,100000,100000,578,550,795,799,0.5,0.5013736263736264,0.4812121212121212
70,6,3,42,100000,100000,585,570,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,4,42,100000,100000,566,586,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,5,42,100000,100000,561,602,795,799,0.5,0.5019973368841545,0.4812121212121212
70,6,6,42,100000,100000,588,576,795,799,0.5,0.5006535947712418,0.4812121212121212
70,6,7,42,100000,100000,631,550,795,799,0.5,0.5013736263736264,0.4812121212121212
70,6,8,42,100000,100000,583,579,795,799,0.5,0.5026041666666666,0.4812121212121212
70,6,9,42,100000,100000,601,532,795,799,0.5,0.5007072135785007,0.4812121212121212
70,6,10,42,100000,100000,568,604,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,11,42,100000,100000,571,553,795,799,0.5,0.5020576131687243,0.4812121212121212
70,6,12,42,100000,100000,563,596,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,13,42,100000,100000,568,602,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,14,42,100000,100000,557,592,795,799,0.5,0.5,0.4812121212121212
70,6,15,42,100000,100000,571,564,795,799,0.5,0.5,0.4812121212121212
70,6,16,42,100000,100000,534,614,795,799,0.5,0.5014005602240896,0.4812121212121212
70,6,17,42,100000,100000,597,593,795,799,0.5,0.5069885641677255,0.4812121212121212
70,6,18,42,100000,100000,612,570,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,19,42,100000,100000,573,598,795,799,0.5,0.5013054830287206,0.4812121212121212
70,6,20,42,100000,100000,583,556,795,799,0.5,0.4986449864498645,0.4812121212121212
70,6,21,42,100000,100000,608,571,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,22,42,100000,100000,623,570,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,23,42,100000,100000,608,608,795,799,0.5,0.506832298136646,0.4812121212121212
70,6,24,42,100000,100000,563,540,795,799,0.5,0.5027932960893855,0.4812121212121212
70,6,25,42,100000,100000,571,590,795,799,0.5,0.5,0.4812121212121212
70,6,26,42,100000,100000,603,548,795,799,0.5,0.5006896551724138,0.4812121212121212
70,6,27,42,100000,100000,580,585,795,799,0.5,0.5045278137128072,0.4812121212121212
70,6,28,42,100000,100000,545,587,795,799,0.5,0.5020576131687243,0.4812121212121212
